,Stock,%prof,avgTrade%,nTrades,avgDays,openSeshs,numOpen,Industry,Sector,MarketCap,Price,realAvg,ntFact,Score
0,IVT,71.43,120.91,28,33.36,349,0,REIT - Retail,Real Estate,1.626,23.98,0.864,0.839,72.49
1,CNO,86.11,39.57,36,41.06,414,0,Insurance - Life,Financial Services,2.83,26.05,0.341,0.877,29.87
2,IDCC,90.24,20.15,41,29.59,359,0,Software - Application,Technology,2.457,96.39,0.182,1.386,25.19
3,MCS,94.74,14.01,57,32.0,172,0,Entertainment,Communication Services,0.431,13.59,0.133,1.781,23.64
4,HA,100.0,39.5,21,35.38,87,0,Airlines,Industrials,0.678,13.07,0.395,0.594,23.45
5,RGNX,100.0,39.4,18,30.5,26,0,Biotechnology,Healthcare,0.937,19.12,0.394,0.59,23.25
6,MVIS,76.47,30.2,51,51.0,84,0,Scientific & Technical Instruments,Technology,0.326,1.67,0.231,1.0,23.09
7,ATNI,100.0,16.01,41,31.17,114,0,Telecom Services,Communication Services,0.423,27.31,0.16,1.315,21.06
8,KYMR,100.0,69.51,6,22.0,97,0,Biotechnology,Healthcare,2.159,35.33,0.695,0.273,18.96
9,RBBN,66.67,33.8,36,45.81,482,0,Telecom Services,Communication Services,0.492,2.85,0.225,0.786,17.71
10,HNI,85.71,12.12,63,37.1,1577,0,Business Equipment & Supplies,Industrials,1.982,41.91,0.104,1.698,17.64
11,STKL,80.77,17.94,52,44.71,98,0,Packaged Foods,Consumer Defensive,0.731,6.3,0.145,1.163,16.85
12,SBAC,83.33,32.67,24,38.96,339,0,REIT - Specialty,Real Estate,22.27,206.0,0.272,0.616,16.77
13,CCS,100.0,31.24,15,28.13,100,0,Residential Construction,Consumer Cyclical,2.66,83.7,0.312,0.533,16.66
14,DKL,100.0,123.0,3,24.0,992,0,Oil & Gas Refining & Marketing,Energy,1.821,38.59,1.23,0.125,15.38
15,MNST,84.62,18.55,39,40.08,1343,0,Beverages - Non-Alcoholic,Consumer Defensive,57.528,54.93,0.157,0.973,15.27
16,LGIH,100.0,39.03,15,38.6,100,0,Residential Construction,Consumer Cyclical,2.302,97.62,0.39,0.389,15.17
17,ATLC,77.78,20.66,45,49.27,93,0,Credit Services,Financial Services,0.404,27.66,0.161,0.913,14.68
18,TCI,72.13,16.02,61,48.23,967,0,Real Estate Services,Real Estate,0.308,35.6,0.116,1.265,14.61
19,ARWR,62.3,24.34,61,63.7,90,0,Biotechnology,Healthcare,3.146,25.39,0.152,0.958,14.52
20,LEGH,100.0,30.65,12,26.0,87,0,Residential Construction,Consumer Cyclical,0.498,20.41,0.306,0.462,14.15
21,LIND,100.0,59.39,9,39.67,80,0,Travel Services,Consumer Cyclical,0.42,7.86,0.594,0.227,13.47
22,PATK,73.68,14.35,57,45.75,353,0,"Furnishings, Fixtures & Appliances",Consumer Cyclical,2.452,109.55,0.106,1.246,13.17
23,NEGG,80.95,30.6,21,39.81,92,0,Internet Retail,Consumer Cyclical,0.308,0.81,0.248,0.528,13.07
24,AVXL,95.83,19.43,24,34.46,87,0,Biotechnology,Healthcare,0.352,4.29,0.186,0.696,12.97
25,AMT,85.71,23.16,21,32.14,338,0,REIT - Specialty,Real Estate,84.968,181.96,0.199,0.653,12.97
26,CBRL,87.27,10.71,55,39.91,97,0,Restaurants,Consumer Cyclical,1.387,62.46,0.093,1.378,12.88
27,CWH,75.0,63.58,12,44.5,82,0,Auto & Truck Dealerships,Consumer Cyclical,1.069,23.72,0.477,0.27,12.86
28,MDXG,85.19,23.65,27,44.67,343,0,Biotechnology,Healthcare,0.963,6.55,0.201,0.604,12.18
29,LAD,84.62,14.4,39,39.15,83,0,Auto & Truck Dealerships,Consumer Cyclical,7.44,270.25,0.122,0.996,12.14
30,IOVA,70.83,30.34,24,42.75,498,0,Biotechnology,Healthcare,3.514,12.58,0.215,0.561,12.06
31,KIM,100.0,29.57,18,44.33,967,0,REIT - Retail,Real Estate,12.114,17.97,0.296,0.406,12.01
32,AKRO,100.0,32.68,12,34.0,78,0,Biotechnology,Healthcare,1.51,21.9,0.327,0.353,11.53
33,APLD,100.0,110.85,3,29.0,414,0,Capital Markets,Financial Services,0.365,2.99,1.108,0.103,11.47
34,OCUL,85.71,24.51,21,38.67,85,0,Biotechnology,Healthcare,1.185,7.97,0.21,0.543,11.41
35,SGRY,83.33,34.88,18,47.17,89,0,Medical Care Facilities,Healthcare,3.364,26.57,0.291,0.382,11.09
36,HQL,90.48,9.85,42,33.81,80,0,Asset Management,Financial Services,0.353,13.19,0.089,1.242,11.07
37,DMRC,69.7,20.0,33,41.67,416,0,Information Technology Services,Technology,0.486,23.79,0.139,0.792,11.04
38,MLKN,82.35,9.48,51,36.1,188,0,"Furnishings, Fixtures & Appliances",Consumer Cyclical,1.886,25.9,0.078,1.413,11.03
39,AXGN,66.67,37.21,18,40.89,97,0,Medical Devices,Healthcare,0.324,7.5,0.248,0.44,10.92
40,CATY,90.48,17.94,21,31.43,202,0,Banks - Regional,Financial Services,2.539,34.94,0.162,0.668,10.85
41,BEN,92.86,9.86,42,35.9,81,0,Asset Management,Financial Services,13.848,26.3,0.092,1.17,10.71
42,NVAX,57.78,20.28,45,50.76,243,0,Biotechnology,Healthcare,0.603,4.31,0.117,0.887,10.39
43,MHO,75.0,12.9,48,44.75,976,0,Residential Construction,Consumer Cyclical,3.243,116.85,0.097,1.073,10.38
44,ENVX,100.0,47.54,6,27.5,79,0,Electrical Equipment & Parts,Industrials,1.203,7.14,0.475,0.218,10.37
45,SANM,77.78,13.13,45,45.33,190,0,Electronic Components,Technology,3.298,59.13,0.102,0.993,10.14
46,WDFC,79.63,8.43,54,36.09,108,0,Specialty Chemicals,Basic Materials,3.203,236.31,0.067,1.496,10.04
47,EAD,91.3,11.9,23,24.96,96,0,Asset Management,Financial Services,0.386,6.51,0.109,0.921,10.01
48,HZO,76.92,14.01,39,41.97,1692,0,Specialty Retail,Consumer Cyclical,0.613,27.5,0.108,0.929,10.01
49,NS,87.88,15.96,33,46.33,852,0,Oil & Gas Midstream,Energy,2.729,21.57,0.14,0.712,9.99
50,MMS,100.0,14.1,23,32.48,421,0,Specialty Business Services,Industrials,4.882,79.99,0.141,0.708,9.98
51,MIDD,79.49,12.14,39,38.62,87,0,Specialty Industrial Machinery,Industrials,7.924,147.39,0.097,1.01,9.75
52,DRI,89.66,11.95,29,32.17,100,0,Restaurants,Consumer Cyclical,18.608,155.9,0.107,0.901,9.66
53,AKAM,73.33,12.76,45,43.93,249,0,Software - Infrastructure,Technology,15.992,104.38,0.094,1.024,9.58
54,CNC,95.24,16.98,21,36.29,232,0,Healthcare Plans,Healthcare,38.647,72.25,0.162,0.579,9.36
55,GMRE,100.0,24.77,10,26.6,334,0,REIT - Healthcare Facilities,Real Estate,0.585,8.29,0.248,0.376,9.31
56,FDS,100.0,9.12,27,26.44,501,0,Financial Data & Stock Exchanges,Financial Services,16.339,428.67,0.091,1.021,9.31
57,CAL,68.25,9.95,63,46.16,983,0,Apparel Retail,Consumer Cyclical,1.258,35.79,0.068,1.365,9.27
58,SCL,85.33,7.17,75,49.48,87,0,Specialty Chemicals,Basic Materials,1.895,84.36,0.061,1.516,9.27
