,Stock,%prof,avgTrade%,nTrades,avgDays,openSeshs,numOpen,Industry,Sector,MarketCap,Price,realAvg,ntFact,Score
0,HUM,84.62,11.83,39,46.62,16,3,Healthcare Plans,Healthcare,40.911,339.08,0.1,0.837,8.37
1,CAR,73.68,7.3,57,48.07,1,1,Rental & Leasing Services,Industrials,3.731,105.17,0.054,1.186,6.38
2,MED,60.47,6.13,43,54.28,19,3,Personal Services,Consumer Cyclical,0.414,38.04,0.037,0.792,2.94
3,APPS,47.62,14.17,21,52.71,1,3,Software - Application,Technology,0.311,3.05,0.067,0.398,2.69
4,SSRM,72.0,6.07,25,45.4,19,3,Gold,Basic Materials,0.889,4.38,0.044,0.551,2.41
5,FWRD,42.86,3.97,21,51.05,14,3,Integrated Freight & Logistics,Industrials,0.947,30.75,0.017,0.411,0.7
6,MLNK,100.0,13.51,3,63.0,3,3,Software - Application,Technology,1.379,18.09,0.135,0.048,0.64
7,SAVE,55.56,2.26,18,60.17,18,3,Airlines,Industrials,0.57,5.21,0.013,0.299,0.38
8,MNTK,-33.33,-37.12,3,134.0,7,3,Utilities - Diversified,Utilities,0.75,5.22,0.124,0.022,0.28
9,LBRDK,55.56,1.69,9,82.89,3,3,Telecom Services,Communication Services,8.04,56.2,0.009,0.109,0.1
10,LBRDA,33.33,-4.93,6,111.5,3,3,Telecom Services,Communication Services,8.057,56.16,-0.016,0.054,-0.09
