,Stock,%prof,avgTrade%,nTrades,avgDays,openSeshs,numOpen,Industry,Sector,MarketCap,Price,realAvg,ntFact,Score
0,CNO,86.11,39.57,36,41.06,418,0,Insurance - Life,Financial Services,2.782,25.61,0.341,0.877,29.87
1,NGNE,59.09,118.92,22,57.59,308,0,Biotechnology,Healthcare,0.463,36.01,0.703,0.382,26.84
2,RUN,100.0,59.26,9,20.0,93,0,Solar,Technology,2.317,10.55,0.593,0.45,26.67
3,IDCC,90.24,20.15,41,29.59,364,0,Software - Application,Technology,2.489,97.65,0.182,1.386,25.19
4,MCS,94.74,14.01,57,32.0,177,0,Entertainment,Communication Services,0.42,13.07,0.133,1.781,23.64
5,RGNX,100.0,39.4,18,30.5,30,0,Biotechnology,Healthcare,0.864,17.61,0.394,0.59,23.25
6,INDV,80.0,85.94,15,46.8,238,0,Drug Manufacturers - Specialty & Generic,Healthcare,2.651,19.41,0.688,0.321,22.04
7,ATNI,100.0,16.01,41,31.17,119,0,Telecom Services,Communication Services,0.416,26.85,0.16,1.315,21.06
8,UUUU,90.0,30.42,30,39.77,1008,0,Uranium,Energy,0.971,5.91,0.274,0.754,20.65
9,FITB,86.67,19.68,45,37.51,415,0,Banks - Regional,Financial Services,23.535,34.43,0.171,1.2,20.46
10,KYMR,100.0,69.51,6,22.0,102,0,Biotechnology,Healthcare,2.091,34.21,0.695,0.273,18.96
11,PGY,50.0,199.45,6,33.0,313,0,Software—Infrastructure,Technology,0.716,10.16,0.997,0.182,18.13
12,RBBN,66.67,33.8,36,45.81,487,0,Telecom Services,Communication Services,0.454,2.63,0.225,0.786,17.71
13,HNI,85.71,12.12,63,37.1,1582,0,Business Equipment & Supplies,Industrials,1.966,41.58,0.104,1.698,17.64
14,MNST,78.95,23.11,38,39.55,1347,0,Beverages—Non-Alcoholic,Consumer Defensive,57.298,54.71,0.182,0.961,17.53
15,ILMN,79.49,23.69,39,42.03,84,0,Diagnostics & Research,Healthcare,18.994,119.27,0.188,0.928,17.47
16,LNG,71.88,36.61,32,48.56,989,0,Oil & Gas Midstream,Energy,35.777,155.1,0.263,0.659,17.34
17,STKL,80.77,17.94,52,44.71,102,0,Packaged Foods,Consumer Defensive,0.708,6.09,0.145,1.163,16.85
18,SBAC,83.33,32.64,24,38.96,343,0,REIT—Specialty,Real Estate,21.174,196.02,0.272,0.616,16.75
19,CCS,100.0,31.24,15,28.13,104,0,Residential Construction,Consumer Cyclical,2.561,80.59,0.312,0.533,16.66
20,MAS,87.88,20.25,33,35.7,465,0,Building Products & Equipment,Industrials,16.018,72.62,0.178,0.924,16.45
21,PRDO,84.78,18.51,46,44.09,360,0,Education & Training Services,Consumer Defensive,1.116,17.01,0.157,1.043,16.37
22,MGM,81.82,25.84,33,43.64,972,0,Resorts & Casinos,Consumer Cyclical,13.537,42.7,0.211,0.756,15.99
23,CRUS,75.0,20.89,32,31.84,188,0,Semiconductors,Technology,4.644,86.11,0.157,1.005,15.75
24,DKL,100.0,123.0,3,24.0,997,0,Oil & Gas Refining & Marketing,Energy,1.783,37.78,1.23,0.125,15.38
25,LGIH,100.0,39.03,15,38.6,105,0,Residential Construction,Consumer Cyclical,2.243,95.12,0.39,0.389,15.17
26,SPGI,93.65,9.57,63,37.4,107,0,Financial Data & Stock Exchanges,Financial Services,131.552,410.77,0.09,1.684,15.1
27,BDC,86.36,16.2,44,41.0,71,0,Communication Equipment,Technology,3.437,84.52,0.14,1.073,15.01
28,SKY,82.46,15.28,57,48.0,980,0,Residential Construction,Consumer Cyclical,4.419,76.52,0.126,1.188,14.96
29,ATLC,77.78,20.66,45,49.27,97,0,Credit Services,Financial Services,0.387,26.11,0.161,0.913,14.68
30,ARWR,62.3,24.34,61,63.7,95,0,Biotechnology,Healthcare,2.933,23.67,0.152,0.958,14.52
31,TMHC,100.0,77.85,6,32.5,979,0,Residential Construction,Consumer Cyclical,5.831,54.98,0.778,0.185,14.37
32,PKOH,79.27,8.72,82,40.8,355,0,Specialty Industrial Machinery,Industrials,0.316,24.14,0.069,2.01,13.89
33,STC,80.0,11.83,65,45.32,415,0,Insurance—Property & Casualty,Financial Services,1.633,59.11,0.095,1.434,13.57
34,LIND,100.0,59.39,9,39.67,85,0,Travel Services,Consumer Cyclical,0.391,7.31,0.594,0.227,13.47
35,UHAL,82.14,21.97,28,37.5,93,0,Rental & Leasing Services,Industrials,11.938,61.83,0.18,0.747,13.47
36,EFX,88.57,11.41,35,26.46,103,0,Consulting Services,Industrials,29.807,239.93,0.101,1.323,13.37
