,Stock,%prof,avgTrade%,nTrades,avgDays,openSeshs,numOpen,Industry,Sector,MarketCap,Price,realAvg,ntFact,Score
0,NGNE,59.09,118.92,22,57.59,315,0,Biotechnology,Healthcare,0.385,29.96,0.703,0.382,26.84
1,INSM,82.76,39.03,29,38.24,707,0,Biotechnology,Healthcare,3.684,24.8,0.323,0.758,24.5
2,HA,100.0,39.5,21,35.38,99,0,Airlines,Industrials,0.636,12.27,0.395,0.594,23.45
3,RGNX,100.0,39.4,18,30.5,37,0,Biotechnology,Healthcare,0.794,16.19,0.394,0.59,23.25
4,INDV,80.0,85.94,15,46.8,245,0,Drug Manufacturers - Specialty & Generic,Healthcare,2.381,17.58,0.688,0.321,22.04
5,ATNI,100.0,16.01,41,31.17,126,0,Telecom Services,Communication Services,0.302,19.52,0.16,1.315,21.06
6,UUUU,90.0,30.42,30,39.77,1015,0,Uranium,Energy,0.884,5.4,0.274,0.754,20.65
7,CTLP,90.0,29.61,30,40.6,346,0,Information Technology Services,Technology,0.422,5.8,0.266,0.739,19.69
8,KYMR,100.0,69.51,6,22.0,109,0,Biotechnology,Healthcare,2.048,33.37,0.695,0.273,18.96
9,DXCM,88.89,26.26,27,37.11,108,0,Medical Devices,Healthcare,49.448,124.34,0.233,0.728,16.98
10,SBAC,83.33,32.67,24,38.96,350,0,REIT - Specialty,Real Estate,21.197,196.23,0.272,0.616,16.77
11,CCS,100.0,31.24,15,28.13,112,0,Residential Construction,Consumer Cyclical,2.506,78.82,0.312,0.533,16.66
12,MAS,87.88,20.3,33,35.7,472,0,Building Products & Equipment,Industrials,15.384,69.85,0.178,0.924,16.49
13,MGM,81.82,25.84,33,43.64,980,0,Resorts & Casinos,Consumer Cyclical,13.026,41.09,0.211,0.756,15.99
14,MNST,84.62,18.55,39,40.08,1354,0,Beverages - Non-Alcoholic,Consumer Defensive,55.894,53.37,0.157,0.973,15.27
15,LGIH,100.0,39.03,15,38.6,112,0,Residential Construction,Consumer Cyclical,2.26,95.85,0.39,0.389,15.17
16,ARWR,62.3,24.34,61,63.7,102,0,Biotechnology,Healthcare,2.741,22.12,0.152,0.958,14.52
17,HIG,100.0,21.12,27,39.7,419,0,Insurance - Property & Casualty,Financial Services,28.333,95.3,0.211,0.68,14.36
18,CAT,88.16,9.1,76,42.75,418,0,Farm & Heavy Construction Machinery,Industrials,171.476,343.38,0.08,1.778,14.26
19,LIND,100.0,59.39,9,39.67,92,0,Travel Services,Consumer Cyclical,0.39,7.29,0.594,0.227,13.47
20,EFX,88.57,11.41,35,26.46,110,0,Consulting Services,Industrials,27.617,223.42,0.101,1.323,13.37
21,AMT,85.71,23.16,21,32.14,350,0,REIT - Specialty,Real Estate,80.173,171.69,0.199,0.653,12.97
22,CWH,75.0,63.58,12,44.5,94,0,Auto & Truck Dealerships,Consumer Cyclical,0.967,21.45,0.477,0.27,12.86
23,MCRI,100.0,18.55,28,41.75,103,0,Resorts & Casinos,Consumer Cyclical,1.282,68.07,0.186,0.671,12.44
24,MDXG,85.19,23.65,27,44.67,355,0,Biotechnology,Healthcare,0.925,6.27,0.201,0.604,12.18
25,SEIC,78.85,12.56,52,42.69,100,0,Asset Management,Financial Services,8.755,66.57,0.099,1.218,12.06
26,IOVA,70.83,30.34,24,42.75,510,0,Biotechnology,Healthcare,3.251,11.64,0.215,0.561,12.06
27,MDGL,75.0,28.79,24,44.12,109,0,Biotechnology,Healthcare,4.054,193.33,0.216,0.544,11.75
