,Stock,%prof,avgTrade%,nTrades,avgDays,openSeshs,numOpen,Industry,Sector,MarketCap,Price,realAvg,ntFact,Score
0,LEGH,100.0,30.65,12,26.0,77,0,Residential Construction,Consumer Cyclical,0.483,19.8,0.306,0.462,14.15
1,SIRI,87.5,22.24,32,49.81,186,0,Entertainment,Communication Services,14.832,3.86,0.195,0.642,12.5
2,AXGN,66.67,37.21,18,40.89,87,0,Medical Devices,Healthcare,0.326,7.55,0.248,0.44,10.92
3,IART,90.32,12.64,31,38.77,69,0,Medical Devices,Healthcare,2.64,33.75,0.114,0.8,9.13
4,BF-B,90.0,8.99,30,30.0,1414,0,Beverages - Wineries & Distilleries,Consumer Defensive,24.281,51.0,0.081,1.0,8.09
5,LEG,73.02,7.21,63,43.37,73,0,"Furnishings, Fixtures & Appliances",Consumer Cyclical,2.418,18.08,0.053,1.453,7.65
6,BF-A,83.61,5.64,61,37.87,76,0,Beverages - Wineries & Distilleries,Consumer Defensive,24.281,52.08,0.047,1.611,7.6
7,SHC,100.0,22.43,9,31.67,70,0,Diagnostics & Research,Healthcare,3.261,11.53,0.224,0.284,6.37
8,NKE,63.89,7.56,36,45.0,109,0,Footwear & Accessories,Consumer Cyclical,140.27,92.58,0.048,0.8,3.86
9,HAIN,75.76,7.21,33,54.03,94,0,Packaged Foods,Consumer Defensive,0.697,7.76,0.055,0.611,3.34
10,SIBN,100.0,30.55,3,29.0,62,0,Medical Devices,Healthcare,0.628,15.3,0.306,0.103,3.16
11,TBBK,61.11,14.74,18,53.67,957,0,Banks - Regional,Financial Services,1.68,31.85,0.09,0.335,3.02
12,MEI,64.1,5.3,39,49.85,75,0,Electronic Components,Technology,0.397,11.21,0.034,0.782,2.66
13,ACAD,58.33,7.95,36,63.69,602,0,Biotechnology,Healthcare,2.931,17.79,0.046,0.565,2.62
14,TNGX,100.0,81.27,3,104.0,158,0,Biotechnology,Healthcare,0.801,7.51,0.813,0.029,2.34
15,GSHD,100.0,45.11,3,64.0,405,0,Insurance - Diversified,Financial Services,2.388,62.94,0.451,0.047,2.11
16,UNFI,66.67,4.02,39,55.69,72,0,Food Distribution,Consumer Defensive,0.678,11.4,0.027,0.7,1.88
17,EPAM,50.0,4.55,6,27.5,169,0,Information Technology Services,Technology,15.521,268.4,0.023,0.218,0.5
18,UA,73.33,2.26,15,50.6,495,0,Apparel Manufacturing,Consumer Cyclical,3.031,6.82,0.017,0.296,0.49
19,WOOF,50.0,2.78,6,63.0,81,0,Specialty Retail,Consumer Cyclical,0.506,1.88,0.014,0.095,0.13
20,TPVG,41.67,0.79,12,59.5,408,0,Asset Management,Financial Services,0.343,9.11,0.003,0.202,0.07
21,PJT,-33.33,-3.58,3,65.0,1292,0,Capital Markets,Financial Services,3.593,90.81,0.012,0.046,0.06
22,CMP,66.67,0.23,12,49.42,59,0,Other Industrial Metals & Mining,Basic Materials,0.566,13.69,0.002,0.243,0.04
23,ZTS,33.33,-0.87,6,71.0,72,0,Drug Manufacturers - Specialty & Generic,Healthcare,75.855,165.67,-0.003,0.085,-0.02
24,CHGG,61.11,-0.15,18,57.33,156,0,Education & Training Services,Consumer Defensive,0.759,7.37,-0.001,0.314,-0.03
25,PANL,33.33,-7.53,6,84.5,1515,0,Marine Shipping,Industrials,0.314,6.73,-0.025,0.071,-0.18
26,PRFT,56.52,-2.04,23,63.87,81,0,Information Technology Services,Technology,1.864,53.33,-0.012,0.36,-0.42
27,CABA,33.33,-19.68,6,92.0,420,0,Biotechnology,Healthcare,0.818,16.96,-0.066,0.065,-0.43
28,CCOI,33.33,-10.64,18,73.33,2119,0,Telecom Services,Communication Services,2.983,62.89,-0.035,0.245,-0.87
29,UAA,41.67,-17.72,12,91.75,401,0,Apparel Manufacturing,Consumer Cyclical,3.031,7.1,-0.074,0.131,-0.97
30,TTEC,55.56,-3.09,36,61.58,58,0,Information Technology Services,Technology,0.451,9.51,-0.017,0.585,-1.0
31,MODV,55.56,-12.24,18,53.0,170,0,Medical Care Facilities,Healthcare,0.34,23.96,-0.068,0.34,-2.31
