,Stock,%prof,avgTrade%,nTrades,avgDays,openSeshs,numOpen,Industry,Sector,MarketCap,Price,realAvg,ntFact,Score
0,SRG,95.83,38.65,24,40.33,185,0,REIT - Retail,Real Estate,0.494,8.8,0.37,0.595,22.04
1,LEGH,100.0,30.65,12,26.0,71,0,Residential Construction,Consumer Cyclical,0.519,21.26,0.306,0.462,14.15
2,SIRI,87.5,22.24,32,49.81,180,0,Entertainment,Communication Services,15.485,4.03,0.195,0.642,12.5
3,DMRC,69.7,20.0,33,41.67,400,0,Information Technology Services,Technology,0.555,27.16,0.139,0.792,11.04
4,AXGN,66.67,37.21,18,40.89,81,0,Medical Devices,Healthcare,0.333,7.71,0.248,0.44,10.92
5,ENVX,100.0,47.54,6,27.5,63,0,Electrical Equipment & Parts,Industrials,1.235,7.33,0.475,0.218,10.37
6,TCPC,100.0,28.01,10,29.4,72,0,Asset Management,Financial Services,0.863,10.08,0.28,0.34,9.53
7,GL,100.0,10.12,33,36.18,972,0,Insurance - Life,Financial Services,10.967,116.62,0.101,0.912,9.23
8,IART,90.32,12.64,31,38.77,63,0,Medical Devices,Healthcare,2.678,34.24,0.114,0.8,9.13
9,MMSI,79.49,12.88,39,51.62,77,0,Medical Instruments & Supplies,Healthcare,4.183,72.2,0.102,0.756,7.74
10,LEG,73.02,7.21,63,43.37,67,0,"Furnishings, Fixtures & Appliances",Consumer Cyclical,2.462,18.41,0.053,1.453,7.65
11,HHH,80.95,13.69,21,41.29,64,0,Real Estate - Diversified,Real Estate,3.605,71.73,0.111,0.509,5.64
12,XMTR,100.0,38.09,6,40.5,193,0,Specialty Industrial Machinery,Industrials,0.804,16.55,0.381,0.148,5.64
13,ARKO,100.0,14.14,12,35.25,490,0,Specialty Retail,Consumer Cyclical,0.683,5.69,0.141,0.34,4.81
14,SRDX,81.25,9.02,32,48.72,223,0,Medical Devices,Healthcare,0.391,27.47,0.073,0.657,4.81
