,Stock,%prof,avgTrade%,nTrades,avgDays,openSeshs,numOpen,Industry,Sector,MarketCap,Price,realAvg,ntFact,Score
0,IDCC,90.24,20.15,41,29.59,355,0,Software - Application,Technology,2.441,95.78,0.182,1.386,25.19
1,MCS,94.74,14.01,57,32.0,168,0,Entertainment,Communication Services,0.438,13.81,0.133,1.781,23.64
2,HA,100.0,39.5,21,35.38,83,0,Airlines,Industrials,0.681,13.14,0.395,0.594,23.45
3,MVIS,76.47,30.2,51,51.0,79,0,Scientific & Technical Instruments,Technology,0.322,1.65,0.231,1.0,23.09
4,ATNI,100.0,16.01,41,31.17,110,0,Telecom Services,Communication Services,0.448,28.94,0.16,1.315,21.06
5,KYMR,100.0,69.51,6,22.0,93,0,Biotechnology,Healthcare,2.215,36.24,0.695,0.273,18.96
6,PGY,50.0,199.45,6,33.0,304,0,Software - Infrastructure,Technology,0.728,10.33,0.997,0.182,18.13
7,ILMN,79.49,23.69,39,42.03,75,0,Diagnostics & Research,Healthcare,20.021,126.0,0.188,0.928,17.47
8,DKL,100.0,123.0,3,24.0,988,0,Oil & Gas Refining & Marketing,Energy,1.878,39.79,1.23,0.125,15.38
9,MNST,84.62,18.55,39,40.08,1338,0,Beverages - Non-Alcoholic,Consumer Defensive,58.387,55.75,0.157,0.973,15.27
10,LGIH,100.0,39.03,15,38.6,96,0,Residential Construction,Consumer Cyclical,2.381,100.99,0.39,0.389,15.17
11,ATLC,77.78,20.66,45,49.27,89,0,Credit Services,Financial Services,0.422,28.86,0.161,0.913,14.68
12,LNG,75.86,34.93,29,52.55,980,0,Oil & Gas Midstream,Energy,36.384,155.03,0.265,0.552,14.62
13,TCI,72.13,16.02,61,48.23,963,0,Real Estate Services,Real Estate,0.311,36.0,0.116,1.265,14.61
14,ARWR,62.3,24.34,61,63.7,86,0,Biotechnology,Healthcare,3.235,26.11,0.152,0.958,14.52
15,LEGH,100.0,30.65,12,26.0,83,0,Residential Construction,Consumer Cyclical,0.509,20.86,0.306,0.462,14.15
16,NEGG,80.95,30.6,21,39.81,87,0,Internet Retail,Consumer Cyclical,0.319,0.84,0.248,0.528,13.07
17,AVXL,95.83,19.43,24,34.46,83,0,Biotechnology,Healthcare,0.368,4.48,0.186,0.696,12.97
18,AMT,85.71,23.16,21,32.14,334,0,REIT - Specialty,Real Estate,88.747,190.3,0.199,0.653,12.97
