,Stock,%prof,avgTrade%,nTrades,avgDays,openSeshs,numOpen,Industry,Sector,MarketCap,Price,realAvg,ntFact,Score
0,RUN,100.0,59.26,9,20.0,57,0,Solar,Technology,2.499,11.38,0.593,0.45,26.67
1,MVIS,76.47,29.91,51,52.08,52,0,Scientific & Technical Instruments,Technology,0.397,2.09,0.229,0.979,22.4
2,UUUU,90.0,29.29,30,40.2,972,0,Uranium,Energy,1.036,6.32,0.264,0.746,19.67
3,DXCM,90.0,26.13,30,35.9,65,0,Medical Devices,Healthcare,44.785,116.17,0.235,0.836,19.65
4,MITK,69.39,18.68,49,40.8,399,0,Software - Application,Technology,0.528,11.58,0.13,1.201,15.57
5,AXL,80.95,19.49,42,44.57,944,0,Auto Parts,Consumer Cyclical,0.786,6.71,0.158,0.942,14.87
6,TRN,79.37,13.07,63,44.0,56,0,Railroads,Industrials,1.985,24.25,0.104,1.432,14.85
7,MGM,75.0,24.06,36,45.14,937,0,Resorts & Casinos,Consumer Cyclical,13.347,41.75,0.18,0.798,14.39
8,CCK,69.05,20.03,42,41.93,1470,0,Packaging & Containers,Consumer Cyclical,9.15,75.84,0.138,1.002,13.85
9,UVV,84.72,8.76,72,39.96,326,0,Tobacco,Consumer Defensive,1.208,49.17,0.074,1.802,13.37
10,SIRI,83.33,21.12,36,48.03,165,0,Entertainment,Communication Services,18.175,4.73,0.176,0.75,13.19
11,AVXL,85.19,18.15,27,31.93,56,0,Biotechnology,Healthcare,0.409,4.98,0.155,0.846,13.07
12,AMT,85.71,23.12,21,33.0,307,0,REIT - Specialty,Real Estate,87.508,187.72,0.198,0.636,12.61
13,TDS,84.06,7.62,69,35.59,156,0,Telecom Services,Communication Services,1.644,14.55,0.064,1.939,12.42
14,KIM,100.0,29.57,18,44.33,936,0,REIT - Retail,Real Estate,12.974,19.28,0.296,0.406,12.01
15,CZR,100.0,39.81,12,42.0,56,0,Resorts & Casinos,Consumer Cyclical,8.832,40.83,0.398,0.286,11.37
16,NWL,80.0,9.19,60,39.12,42,0,Household & Personal Products,Consumer Defensive,2.966,7.16,0.074,1.534,11.28
17,SGRY,83.33,34.88,18,47.17,57,0,Medical Care Facilities,Healthcare,3.82,30.2,0.291,0.382,11.09
18,LXU,68.06,9.93,72,44.67,362,0,Chemicals,Basic Materials,0.547,7.36,0.068,1.612,10.89
19,GNL,100.0,17.68,21,35.29,56,0,REIT - Diversified,Real Estate,1.697,7.29,0.177,0.595,10.52
20,RENB,75.0,75.19,12,67.25,137,0,Biotechnology,Healthcare,0.316,2.2,0.564,0.178,10.06
21,AKAM,73.33,13.17,45,44.47,218,0,Software - Infrastructure,Technology,16.319,108.07,0.097,1.012,9.77
22,EXAS,79.49,16.09,39,51.67,34,0,Diagnostics & Research,Healthcare,10.44,57.51,0.128,0.755,9.65
23,ADBE,77.08,13.32,48,52.25,311,0,Software - Infrastructure,Technology,253.337,560.48,0.103,0.919,9.43
24,BELFB,93.33,28.7,15,44.4,936,0,Electronic Components,Technology,0.689,52.75,0.268,0.338,9.05
25,GMRE,80.0,16.89,15,22.6,303,0,REIT - Healthcare Facilities,Real Estate,0.608,9.28,0.135,0.664,8.97
26,VSAT,82.05,11.02,39,40.15,56,0,Communication Equipment,Technology,2.347,18.73,0.09,0.971,8.78
27,LNG,67.65,19.49,34,51.12,953,0,Oil & Gas Midstream,Energy,36.375,161.81,0.132,0.665,8.77
28,ROIC,100.0,50.49,6,35.0,56,0,REIT - Retail,Real Estate,1.623,12.78,0.505,0.171,8.66
29,TBI,74.36,13.69,39,46.38,957,0,Staffing & Employment Services,Industrials,0.358,11.41,0.102,0.841,8.56
30,PEAK,100.0,9.11,36,38.83,48,0,REIT - Healthcare Facilities,Real Estate,8.853,16.18,0.091,0.927,8.45
31,MMM,87.88,6.06,66,42.05,58,0,Conglomerates,Industrials,50.749,91.82,0.053,1.57,8.36
32,ATEC,77.78,18.39,27,46.67,48,0,Medical Devices,Healthcare,2.057,15.09,0.143,0.579,8.28
33,DENN,73.33,16.41,30,44.3,68,0,Restaurants,Consumer Cyclical,0.491,9.25,0.12,0.677,8.15
34,BRC,88.1,9.71,42,44.21,315,0,Security & Protection Services,Industrials,2.737,56.63,0.086,0.95,8.13
35,RC,73.33,27.86,15,38.8,204,0,REIT - Mortgage,Real Estate,1.552,8.94,0.204,0.387,7.9
36,PENN,80.0,11.34,30,35.6,497,0,Resorts & Casinos,Consumer Cyclical,2.52,16.6,0.091,0.843,7.64
37,FORR,88.89,10.25,27,32.33,955,0,Consulting Services,Industrials,0.385,19.99,0.091,0.835,7.61
38,LEG,73.02,7.16,63,43.67,52,0,"Furnishings, Fixtures & Appliances",Consumer Cyclical,2.715,20.35,0.052,1.443,7.54
39,BILL,100.0,26.98,6,21.83,37,0,Software - Application,Technology,6.718,63.9,0.27,0.275,7.42
40,POWI,84.85,11.24,33,42.67,1311,0,Semiconductors,Technology,4.059,71.36,0.095,0.773,7.38
41,BOH,84.31,6.66,51,39.53,170,0,Banks - Regional,Financial Services,2.403,60.44,0.056,1.29,7.24
42,CAR,75.0,7.33,60,45.98,381,0,Rental & Leasing Services,Industrials,3.802,107.19,0.055,1.305,7.17
43,BWA,75.61,6.84,41,29.68,953,0,Auto Parts,Consumer Cyclical,6.932,30.17,0.052,1.381,7.14
44,FRT,83.33,8.0,36,34.17,936,0,REIT - Retail,Real Estate,8.145,97.4,0.067,1.054,7.02
45,NCLH,93.33,19.97,15,39.8,380,0,Travel Services,Consumer Cyclical,6.777,15.93,0.186,0.377,7.02
46,VMI,69.23,5.56,78,44.59,958,0,Conglomerates,Industrials,4.486,214.75,0.038,1.749,6.73
47,PEN,100.0,14.29,9,19.33,55,0,Medical Devices,Healthcare,8.951,231.26,0.143,0.466,6.65
48,AMGN,76.92,8.89,39,40.23,223,0,Drug Manufacturers - General,Healthcare,153.471,286.37,0.068,0.969,6.63
49,NEE,92.31,7.38,39,40.15,49,0,Utilities - Regulated Electric,Utilities,113.192,55.15,0.068,0.971,6.62
50,CCL,76.67,11.66,30,40.73,66,0,Travel Services,Consumer Cyclical,19.307,14.78,0.089,0.737,6.58
51,BERY,85.71,13.56,21,37.71,428,0,Packaging & Containers,Consumer Cyclical,6.747,58.2,0.116,0.557,6.47
52,TCBK,100.0,25.15,6,23.5,171,0,Banks - Regional,Financial Services,1.108,33.3,0.252,0.255,6.42
53,SWK,73.91,8.49,46,45.07,307,0,Tools & Accessories,Industrials,13.337,86.99,0.063,1.021,6.4
54,MCB,100.0,30.89,9,43.67,55,0,Banks - Regional,Financial Services,0.455,41.13,0.309,0.206,6.37
55,TFC,78.12,5.19,64,41.2,173,0,Banks - Regional,Financial Services,46.054,34.53,0.041,1.553,6.3
56,ALEX,100.0,10.58,27,45.56,49,0,REIT - Retail,Real Estate,1.234,17.01,0.106,0.593,6.27
57,UE,100.0,32.4,6,31.0,936,0,REIT - Retail,Real Estate,2.12,16.87,0.324,0.194,6.27
58,TMDX,91.67,22.93,12,41.0,68,0,Medical Devices,Healthcare,2.538,77.74,0.21,0.293,6.15
59,ADC,100.0,7.48,21,26.14,64,0,REIT - Retail,Real Estate,5.689,56.4,0.075,0.803,6.01
60,SABR,100.0,39.08,9,59.33,143,0,Travel Services,Consumer Cyclical,1.013,2.67,0.391,0.152,5.93
61,PUMP,88.89,45.19,9,61.67,335,0,Oil & Gas Equipment & Services,Energy,0.81,7.4,0.402,0.146,5.86
62,AAPL,76.47,7.53,51,50.22,1253,0,Consumer Electronics,Technology,2797.454,181.16,0.058,1.016,5.85
63,UIS,66.67,4.88,93,51.94,261,0,Information Technology Services,Technology,0.38,5.55,0.033,1.791,5.83
64,ALG,74.36,7.42,39,38.46,394,0,Farm & Heavy Construction Machinery,Industrials,2.379,199.35,0.055,1.014,5.59
65,IBTX,66.67,16.16,18,34.67,171,0,Banks - Regional,Financial Services,1.8,43.62,0.108,0.519,5.59
66,HE,86.27,5.6,51,44.22,31,0,Utilities - Regulated Electric,Utilities,1.349,12.25,0.048,1.153,5.57
67,SBR,83.33,8.94,36,48.89,210,0,Oil & Gas E&P,Energy,0.871,59.73,0.074,0.736,5.49
68,CMA,71.43,6.03,63,50.6,170,0,Banks - Regional,Financial Services,6.459,48.97,0.043,1.245,5.36
69,GTN,70.27,11.13,37,54.16,156,0,Broadcasting,Communication Services,0.589,5.97,0.078,0.683,5.34
70,BTO,95.83,7.64,24,32.96,953,0,Asset Management,Financial Services,0.553,28.19,0.073,0.728,5.33
71,AUR,100.0,44.19,3,25.0,53,0,Information Technology Services,Technology,4.13,2.69,0.442,0.12,5.3
72,COLD,100.0,16.94,9,28.78,48,0,REIT - Industrial,Real Estate,7.184,25.25,0.169,0.313,5.3
73,SMAR,100.0,19.69,9,33.56,380,0,Software - Application,Technology,5.731,42.06,0.197,0.268,5.28
74,PFC,100.0,11.39,21,45.67,932,0,Banks - Regional,Financial Services,0.689,19.29,0.114,0.46,5.24
75,ZION,72.22,6.02,54,45.06,175,0,Banks - Regional,Financial Services,5.692,38.42,0.043,1.198,5.21
76,AWR,68.85,4.21,61,34.0,469,0,Utilities - Regulated Water,Utilities,2.665,72.04,0.029,1.794,5.2
77,INDB,74.07,11.52,27,44.67,150,0,Banks - Regional,Financial Services,2.214,51.63,0.085,0.604,5.16
78,CAC,88.89,7.85,27,36.78,75,0,Banks - Regional,Financial Services,0.463,31.79,0.07,0.734,5.12
79,GDEN,66.67,11.99,33,51.91,61,0,Resorts & Casinos,Consumer Cyclical,1.046,36.54,0.08,0.636,5.08
80,QDEL,60.87,9.54,46,52.83,53,0,Medical Devices,Healthcare,3.065,45.87,0.058,0.871,5.06
81,PFS,83.33,11.15,18,33.11,171,0,Banks - Regional,Financial Services,1.141,15.11,0.093,0.544,5.05
82,LAND,85.71,10.65,21,38.29,180,0,REIT - Specialty,Real Estate,0.466,12.92,0.091,0.548,5.01
83,ED,83.33,3.57,60,36.25,734,0,Utilities - Regulated Electric,Utilities,29.786,86.21,0.03,1.655,4.92
84,ESS,96.43,7.29,28,40.21,49,0,REIT - Residential,Real Estate,15.007,225.79,0.07,0.696,4.9
85,UMH,67.39,6.15,46,39.04,190,0,REIT - Residential,Real Estate,0.941,14.17,0.041,1.178,4.88
86,GH,100.0,21.26,12,52.25,191,0,Diagnostics & Research,Healthcare,2.451,20.14,0.213,0.23,4.88
87,SAVA,85.19,10.05,27,47.48,428,0,Biotechnology,Healthcare,0.926,21.92,0.086,0.569,4.87
88,BE,84.62,17.86,13,40.69,59,0,Electrical Equipment & Parts,Industrials,1.957,8.7,0.151,0.319,4.83
89,MAA,92.59,6.96,27,36.0,306,0,REIT - Residential,Real Estate,14.827,123.7,0.064,0.75,4.83
90,TFX,78.57,6.74,42,46.33,58,0,Medical Instruments & Supplies,Healthcare,10.718,227.84,0.053,0.907,4.8
91,DUK,91.67,6.4,24,30.0,1419,0,Utilities - Regulated Electric,Utilities,69.874,90.65,0.059,0.8,4.69
92,HTBK,83.33,13.07,18,42.56,171,0,Banks - Regional,Financial Services,0.501,8.19,0.109,0.423,4.61
93,SLRC,100.0,20.69,9,40.67,385,0,Asset Management,Financial Services,0.806,14.78,0.207,0.221,4.58
94,AIV,100.0,6.3,24,33.62,57,0,REIT - Residential,Real Estate,1.006,7.17,0.063,0.714,4.5
95,VRSN,77.78,9.18,27,43.33,89,0,Software - Infrastructure,Technology,19.476,193.02,0.071,0.623,4.45
96,MGEE,75.0,5.35,28,25.43,71,0,Utilities - Regulated Electric,Utilities,2.287,63.23,0.04,1.101,4.42
97,AA,62.82,4.14,78,45.86,373,0,Aluminum,Basic Materials,4.55,25.34,0.026,1.701,4.42
98,USM,72.22,5.57,54,49.46,156,0,Telecom Services,Communication Services,2.836,33.37,0.04,1.092,4.39
99,NYT,69.49,5.21,59,49.22,386,0,Publishing,Communication Services,7.143,43.53,0.036,1.199,4.34
100,VLY,88.0,6.66,25,35.2,171,0,Banks - Regional,Financial Services,4.163,8.2,0.059,0.71,4.16
101,MSEX,78.18,3.68,55,38.55,44,0,Utilities - Regulated Water,Utilities,0.901,50.62,0.029,1.427,4.1
102,GILD,66.67,14.52,21,49.71,460,0,Drug Manufacturers - General,Healthcare,90.879,72.95,0.097,0.422,4.09
103,UCBI,59.26,13.82,27,54.22,171,0,Banks - Regional,Financial Services,3.057,25.67,0.082,0.498,4.08
104,EMBC,100.0,24.73,6,37.0,58,0,Medical Instruments & Supplies,Healthcare,0.839,14.57,0.247,0.162,4.01
105,FBMS,63.89,4.79,36,27.83,932,0,Banks - Regional,Financial Services,0.758,24.15,0.031,1.294,3.96
106,FUBO,75.0,29.01,12,66.25,190,0,Broadcasting,Communication Services,0.556,1.9,0.218,0.181,3.94
107,NEP,83.33,10.79,18,41.56,36,0,Utilities - Renewable,Utilities,2.468,26.42,0.09,0.433,3.89
108,SITM,100.0,34.74,3,27.0,313,0,Semiconductors,Technology,2.178,95.96,0.347,0.111,3.86
109,PCH,73.33,5.29,45,45.47,60,0,REIT - Specialty,Real Estate,3.475,43.71,0.039,0.99,3.84
110,COMM,66.67,9.86,30,51.97,43,0,Communication Equipment,Technology,0.411,1.94,0.066,0.577,3.79
111,LGF-B,100.0,18.53,9,44.33,389,0,Entertainment,Communication Services,2.029,8.41,0.185,0.203,3.76
112,SJW,72.13,3.46,61,40.59,60,0,Utilities - Regulated Water,Utilities,1.833,57.16,0.025,1.503,3.75
113,ENR,80.95,11.47,21,52.29,442,0,Electrical Equipment & Parts,Industrials,2.062,28.73,0.093,0.402,3.73
114,SSP,76.47,4.99,51,52.47,59,0,Broadcasting,Communication Services,0.389,4.6,0.038,0.972,3.71
115,AES,62.96,10.55,27,49.22,57,0,Utilities - Diversified,Utilities,10.413,15.55,0.066,0.549,3.64
116,AAT,83.33,16.37,12,45.42,173,0,REIT - Diversified,Real Estate,1.62,21.02,0.136,0.264,3.6
117,GTY,59.72,4.02,72,48.51,470,0,REIT - Retail,Real Estate,1.408,26.09,0.024,1.484,3.56
118,RAMP,68.89,6.2,45,54.49,306,0,Software - Infrastructure,Technology,2.394,36.17,0.043,0.826,3.53
119,RAPT,100.0,24.36,6,41.5,186,0,Biotechnology,Healthcare,0.324,9.42,0.244,0.145,3.52
120,HONE,100.0,27.71,6,47.5,145,0,Banks - Regional,Financial Services,0.462,10.17,0.277,0.126,3.5
121,PLUG,56.67,11.97,30,58.6,6,0,Electrical Equipment & Parts,Industrials,2.076,3.04,0.068,0.512,3.47
122,REXR,100.0,11.31,9,29.33,312,0,REIT - Industrial,Real Estate,11.261,51.04,0.113,0.307,3.47
123,HAE,84.62,4.72,39,45.0,662,0,Medical Instruments & Supplies,Healthcare,3.718,73.21,0.04,0.867,3.46
124,LEU,56.67,14.39,30,71.1,169,0,Uranium,Energy,0.644,41.11,0.082,0.422,3.44
125,PKST,100.0,28.47,3,25.0,51,0,REIT - Office,Real Estate,0.482,13.27,0.285,0.12,3.42
126,JACK,57.58,10.28,33,57.15,57,0,Restaurants,Consumer Cyclical,1.383,70.77,0.059,0.577,3.42
127,WBA,71.11,5.38,45,50.8,49,0,Pharmaceutical Retailers,Healthcare,18.101,20.99,0.038,0.886,3.39
128,NFE,100.0,23.98,6,43.0,587,0,Utilities - Regulated Gas,Utilities,6.428,31.35,0.24,0.14,3.35
129,CWT,75.86,2.7,58,36.38,471,0,Utilities - Regulated Water,Utilities,2.622,45.44,0.02,1.594,3.27
130,GT,62.96,3.35,81,52.67,428,0,Auto Parts,Consumer Cyclical,3.354,11.81,0.021,1.538,3.24
131,ACRE,50.0,56.56,6,52.5,936,0,REIT - Mortgage,Real Estate,0.394,7.24,0.283,0.114,3.23
132,KDP,100.0,8.55,15,40.4,63,0,Beverages - Non-Alcoholic,Consumer Defensive,40.934,29.5,0.086,0.371,3.17
133,HR,88.89,6.22,27,47.44,48,0,REIT - Healthcare Facilities,Real Estate,5.009,13.14,0.055,0.569,3.15
134,KW,72.22,9.92,18,41.06,36,0,Real Estate Services,Real Estate,1.174,8.45,0.072,0.438,3.14
135,HOUS,66.67,11.36,21,51.71,204,0,Real Estate Services,Real Estate,0.629,5.69,0.076,0.406,3.08
136,AMRC,72.22,12.56,18,53.0,44,0,Engineering & Construction,Industrials,1.021,19.54,0.091,0.34,3.08
137,NSP,91.67,4.82,36,51.67,469,0,Staffing & Employment Services,Industrials,3.663,98.22,0.044,0.697,3.08
138,IP,64.0,2.59,75,40.91,306,0,Packaging & Containers,Consumer Cyclical,11.707,33.8,0.017,1.833,3.04
