,Stock,%prof,avgTrade%,nTrades,avgDays,openSeshs,numOpen,Industry,Sector,MarketCap,Price,realAvg,ntFact,Score
0,EXTR,97.22,18.56,36,50.75,27,3,Communication Equipment,Technology,1.44,11.19,0.18,0.709,12.8
1,SIRI,87.5,22.24,32,49.81,3,3,Entertainment,Communication Services,13.641,3.55,0.195,0.642,12.5
2,DENN,83.33,18.18,30,43.07,12,3,Restaurants,Consumer Cyclical,0.444,8.49,0.151,0.697,10.55
3,TCPC,100.0,28.01,10,29.4,6,3,Asset Management,Financial Services,0.861,10.06,0.28,0.34,9.53
4,IART,90.32,12.64,31,38.77,3,3,Medical Devices,Healthcare,2.644,33.8,0.114,0.8,9.13
5,HUM,84.62,11.83,39,46.62,36,3,Healthcare Plans,Healthcare,37.375,310.04,0.1,0.837,8.37
6,AMC,66.67,22.0,21,37.43,137,3,Entertainment,Communication Services,0.79,3.0,0.147,0.561,8.23
7,COLD,100.0,18.97,9,25.78,5,3,REIT - Industrial,Real Estate,6.772,23.78,0.19,0.349,6.62
8,QDEL,65.91,11.0,44,52.89,17,3,Medical Devices,Healthcare,2.853,42.68,0.073,0.832,6.03
9,XMTR,100.0,38.09,6,40.5,6,3,Specialty Industrial Machinery,Industrials,0.849,17.47,0.381,0.148,5.64
10,GNE,95.24,12.06,21,47.0,33,3,Utilities - Regulated Electric,Utilities,0.422,15.42,0.115,0.447,5.13
11,ARKO,100.0,14.14,12,35.25,6,3,Specialty Retail,Consumer Cyclical,0.612,5.1,0.141,0.34,4.81
12,TFX,76.32,6.48,38,44.21,5,3,Medical Instruments & Supplies,Healthcare,9.98,211.89,0.049,0.86,4.25
13,EMBC,100.0,24.73,6,37.0,13,3,Medical Instruments & Supplies,Healthcare,0.736,12.78,0.247,0.162,4.01
14,SITM,100.0,34.74,3,27.0,9,3,Semiconductors,Technology,1.993,87.25,0.347,0.111,3.86
15,ACRE,50.0,56.56,6,52.5,19,3,REIT - Mortgage,Real Estate,0.391,7.19,0.283,0.114,3.23
16,SIBN,100.0,30.55,3,29.0,3,2,Medical Devices,Healthcare,0.632,15.4,0.306,0.103,3.16
17,TBBK,61.11,14.74,18,53.67,1,1,Banks - Regional,Financial Services,1.69,32.03,0.09,0.335,3.02
18,MED,60.47,6.13,43,54.28,39,3,Personal Services,Consumer Cyclical,0.369,33.88,0.037,0.792,2.94
19,ACAD,58.33,7.95,36,63.69,1,2,Biotechnology,Healthcare,2.974,18.05,0.046,0.565,2.62
20,NUS,71.79,4.54,39,53.0,17,3,Household & Personal Products,Consumer Defensive,0.617,12.48,0.033,0.736,2.4
21,MEI,61.11,5.27,36,53.33,2,3,Electronic Components,Technology,0.419,11.83,0.032,0.675,2.17
22,UNFI,66.67,4.02,39,55.69,4,3,Food Distribution,Consumer Defensive,0.623,10.49,0.027,0.7,1.88
23,NFBK,100.0,8.5,9,42.33,19,3,Banks - Regional,Financial Services,0.413,9.28,0.085,0.213,1.81
24,COUR,100.0,26.43,3,44.0,5,3,Education & Training Services,Consumer Defensive,2.142,13.65,0.264,0.068,1.8
25,AMCX,66.67,10.33,12,49.75,19,3,Entertainment,Communication Services,0.51,11.71,0.069,0.241,1.66
26,DBX,100.0,13.35,6,49.33,16,3,Software - Infrastructure,Technology,7.991,23.23,0.134,0.122,1.62
27,LUNG,66.67,43.25,3,57.0,10,3,Medical Devices,Healthcare,0.303,7.86,0.288,0.053,1.52
28,ZIP,100.0,15.43,3,34.0,1,2,Staffing & Employment Services,Industrials,1.096,11.06,0.154,0.088,1.36
29,TWKS,100.0,7.02,9,57.44,5,3,Information Technology Services,Technology,0.765,2.37,0.07,0.157,1.1
30,PACB,47.62,5.83,21,55.38,5,3,Medical Devices,Healthcare,0.892,3.33,0.028,0.379,1.05
31,NYCB,50.0,3.26,24,47.75,27,3,Banks - Regional,Financial Services,2.569,3.22,0.016,0.503,0.82
32,FWRD,42.86,3.97,21,51.05,34,3,Integrated Freight & Logistics,Industrials,0.739,28.01,0.017,0.411,0.7
33,VSCO,50.0,8.84,6,41.67,1,2,Apparel Retail,Consumer Cyclical,1.397,18.01,0.044,0.144,0.64
34,HRZN,66.67,4.06,9,48.67,4,3,Asset Management,Financial Services,0.376,11.25,0.027,0.185,0.5
35,SAVE,55.56,2.26,18,60.17,38,3,Airlines,Industrials,0.501,4.58,0.013,0.299,0.38
36,FOXF,55.56,2.53,9,36.0,12,3,Auto Parts,Consumer Cyclical,1.96,46.68,0.014,0.25,0.35
37,FSLY,-33.33,-52.86,3,189.0,9,3,Software - Application,Technology,1.69,12.59,0.176,0.016,0.28
38,CNXC,-16.67,-17.38,6,85.0,7,3,Information Technology Services,Technology,3.898,59.44,0.029,0.071,0.2
39,LBRDK,55.56,1.69,9,82.89,23,3,Telecom Services,Communication Services,7.463,52.26,0.009,0.109,0.1
40,SAM,56.25,0.3,32,61.31,7,3,Beverages - Brewers,Consumer Defensive,3.555,295.99,0.002,0.522,0.09
41,AGL,16.67,0.57,6,50.0,85,3,Medical Care Facilities,Healthcare,1.982,4.84,0.001,0.12,0.01
42,NVTS,0.0,-5.79,3,42.0,36,3,Semiconductors,Technology,0.81,4.52,-0.0,0.071,-0.0
43,CHTR,33.33,-3.9,6,115.83,20,3,Telecom Services,Communication Services,39.162,271.23,-0.013,0.052,-0.07
44,LBRDA,33.33,-4.93,6,111.5,23,3,Telecom Services,Communication Services,7.507,52.26,-0.016,0.054,-0.09
45,IRWD,12.5,-4.98,8,46.62,6,3,Drug Manufacturers - Specialty & Generic,Healthcare,1.276,8.15,-0.006,0.172,-0.11
46,ROKU,55.56,-3.14,9,93.33,14,3,Entertainment,Communication Services,8.646,60.24,-0.017,0.096,-0.17
47,IRDM,25.0,-5.69,12,66.5,21,3,Telecom Services,Communication Services,3.087,25.21,-0.014,0.18,-0.26
48,AEHR,51.85,-1.71,27,73.19,40,3,Semiconductor Equipment & Materials,Technology,0.332,11.51,-0.009,0.369,-0.33
