,Stock,%prof,avgTrade%,nTrades,avgDays,openSeshs,numOpen,Industry,Sector,MarketCap,Price,realAvg,ntFact,Score
0,DKL,100.0,123.0,3,24.0,972,0,Oil & Gas Refining & Marketing,Energy,1.826,39.07,1.23,0.125,15.38
1,SIRI,87.5,22.24,32,49.81,176,0,Entertainment,Communication Services,15.793,4.11,0.195,0.642,12.5
2,BLTE,100.0,96.39,3,25.0,156,0,Biotechnology,Healthcare,1.162,39.04,0.964,0.12,11.57
3,WTI,79.41,14.64,34,45.35,612,0,Oil & Gas E&P,Energy,0.367,2.5,0.116,0.75,8.72
4,AXSM,80.0,24.91,15,38.2,60,0,Biotechnology,Healthcare,3.287,69.39,0.199,0.393,7.83
5,THO,71.19,7.29,59,46.49,646,0,Recreational Vehicles,Consumer Cyclical,5.468,102.54,0.052,1.269,6.59
6,XMTR,100.0,38.09,6,40.5,189,0,Specialty Industrial Machinery,Industrials,0.878,18.07,0.381,0.148,5.64
7,AUR,100.0,44.19,3,25.0,64,0,Information Technology Services,Technology,3.347,2.18,0.442,0.12,5.3
8,ARKO,100.0,14.14,12,35.25,486,0,Specialty Retail,Consumer Cyclical,0.731,6.09,0.141,0.34,4.81
9,SABR,100.0,26.31,9,57.0,154,0,Travel Services,Consumer Cyclical,0.744,1.96,0.263,0.158,4.15
10,CRD-A,70.83,4.22,48,43.38,82,0,Insurance Brokers,Financial Services,0.397,8.17,0.03,1.107,3.31
11,U,100.0,25.34,6,50.0,60,0,Software - Application,Technology,10.027,25.98,0.253,0.12,3.04
12,TBBK,61.11,14.74,18,53.67,947,0,Banks - Regional,Financial Services,1.917,36.35,0.09,0.335,3.02
13,MEI,64.1,5.3,39,50.08,65,0,Electronic Components,Technology,0.469,13.26,0.034,0.779,2.65
14,ACAD,58.33,7.95,36,63.69,592,0,Biotechnology,Healthcare,3.292,19.98,0.046,0.565,2.62
15,SMP,62.5,3.78,56,51.04,639,0,Auto Parts,Consumer Cyclical,0.68,31.01,0.024,1.097,2.59
16,BA,64.71,4.22,51,54.59,79,0,Aerospace & Defense,Industrials,112.411,184.24,0.027,0.934,2.55
17,CTOS,72.22,8.73,18,52.83,50,0,Rental & Leasing Services,Industrials,1.257,5.23,0.063,0.341,2.15
18,CRD-B,57.14,3.09,56,49.25,322,0,Insurance Brokers,Financial Services,0.397,7.93,0.018,1.137,2.01
19,UNFI,66.67,4.02,39,55.69,62,0,Food Distribution,Consumer Defensive,0.686,11.55,0.027,0.7,1.88
20,COUR,100.0,26.43,3,44.0,325,0,Education & Training Services,Consumer Defensive,2.295,14.62,0.264,0.068,1.8
21,NARI,100.0,12.96,3,23.0,674,0,Medical Devices,Healthcare,2.427,41.88,0.13,0.13,1.69
22,LUNG,66.67,43.25,3,57.0,280,0,Medical Devices,Healthcare,0.343,8.9,0.288,0.053,1.52
23,TWKS,100.0,7.02,9,57.44,56,0,Information Technology Services,Technology,0.823,2.55,0.07,0.157,1.1
24,LUV,65.62,2.44,32,47.91,65,0,Airlines,Industrials,17.16,28.76,0.016,0.668,1.07
25,PACB,47.62,5.83,21,55.38,63,0,Medical Devices,Healthcare,1.074,4.01,0.028,0.379,1.05
26,IAS,100.0,7.07,6,46.5,67,0,Advertising Agencies,Communication Services,1.551,9.72,0.071,0.129,0.91
27,VSCO,50.0,8.84,6,41.67,150,0,Apparel Retail,Consumer Cyclical,1.446,18.67,0.044,0.144,0.64
28,NOVA,66.67,3.71,9,48.33,63,0,Solar,Technology,0.625,5.1,0.025,0.186,0.46
29,CNXC,-16.67,-17.38,6,85.0,98,0,Information Technology Services,Technology,4.186,63.14,0.029,0.071,0.2
30,CLOV,-16.67,-12.92,6,74.0,274,0,Healthcare Plans,Healthcare,0.374,0.77,0.022,0.081,0.17
31,FNA,-33.33,-14.36,3,84.0,48,0,Medical Devices,Healthcare,0.838,10.12,0.048,0.036,0.17
32,SAM,56.25,0.3,32,61.31,410,0,Beverages - Brewers,Consumer Defensive,3.579,297.62,0.002,0.522,0.09
33,EB,41.67,-0.99,12,50.92,48,0,Software - Application,Technology,0.522,5.12,-0.004,0.236,-0.1
34,IRWD,12.5,-4.98,8,46.62,2131,0,Drug Manufacturers - Specialty & Generic,Healthcare,1.36,8.69,-0.006,0.172,-0.11
35,IMVT,33.33,-7.6,6,88.5,216,0,Biotechnology,Healthcare,4.577,31.5,-0.025,0.068,-0.17
36,MPLN,11.11,-26.41,9,86.67,227,0,Health Information Services,Healthcare,0.527,0.82,-0.029,0.104,-0.3
37,HDSN,53.33,-1.85,30,64.67,1122,0,Specialty Chemicals,Basic Materials,0.516,11.35,-0.01,0.464,-0.46
38,TTEC,55.56,-3.09,36,61.58,48,0,Information Technology Services,Technology,0.542,11.42,-0.017,0.585,-1.0
