,Stock,%prof,avgTrade%,nTrades,avgDays,openSeshs,numOpen,Industry,Sector,MarketCap,Price,realAvg,ntFact,Score
0,HA,100.0,39.5,21,35.38,79,0,Airlines,Industrials,0.691,13.33,0.395,0.594,23.45
1,LEGH,100.0,30.65,12,26.0,79,0,Residential Construction,Consumer Cyclical,0.525,21.52,0.306,0.462,14.15
2,BLTE,100.0,96.39,3,25.0,168,0,Biotechnology,Healthcare,1.142,38.37,0.964,0.12,11.57
3,DMRC,69.7,20.0,33,41.67,408,0,Information Technology Services,Technology,0.556,27.18,0.139,0.792,11.04
4,MLKN,82.35,9.45,51,36.16,179,0,"Furnishings, Fixtures & Appliances",Consumer Cyclical,1.803,24.76,0.078,1.41,10.98
5,AIR,72.31,9.62,65,43.4,961,0,Aerospace & Defense,Industrials,2.121,59.87,0.07,1.498,10.42
6,GL,100.0,10.12,33,36.18,980,0,Insurance - Life,Financial Services,10.943,116.37,0.101,0.912,9.23
7,ARVN,100.0,33.17,9,32.67,84,0,Biotechnology,Healthcare,2.811,41.28,0.332,0.275,9.14
8,OSUR,61.9,16.54,42,50.14,409,0,Medical Instruments & Supplies,Healthcare,0.454,6.15,0.102,0.838,8.58
9,BF-B,90.0,8.99,30,30.0,1416,0,Beverages - Wineries & Distilleries,Consumer Defensive,24.617,51.62,0.081,1.0,8.09
10,ADBE,70.83,12.04,48,50.85,334,0,Software - Infrastructure,Technology,226.061,504.6,0.085,0.944,8.05
11,BF-A,83.61,5.61,61,37.97,78,0,Beverages - Wineries & Distilleries,Consumer Defensive,24.617,52.95,0.047,1.607,7.54
12,SHLS,100.0,56.76,3,25.0,506,0,Solar,Technology,1.905,11.18,0.568,0.12,6.81
13,SHC,100.0,22.43,9,31.67,72,0,Diagnostics & Research,Healthcare,3.397,12.01,0.224,0.284,6.37
14,UIS,66.67,5.02,93,51.61,284,0,Information Technology Services,Technology,0.339,4.91,0.033,1.802,6.03
15,SGU,83.33,13.62,24,47.46,1482,0,Oil & Gas Refining & Marketing,Energy,0.356,10.02,0.113,0.506,5.74
16,MIRM,100.0,36.54,3,22.0,1081,0,Biotechnology,Healthcare,1.181,25.12,0.365,0.136,4.98
17,X,66.1,5.29,59,44.0,411,0,Steel,Basic Materials,9.168,40.78,0.035,1.341,4.69
18,ALXO,66.67,27.16,12,47.0,119,0,Biotechnology,Healthcare,0.559,11.15,0.181,0.255,4.62
19,SHEN,83.33,15.02,18,49.0,353,0,Telecom Services,Communication Services,0.876,17.37,0.125,0.367,4.6
20,CTSH,88.89,14.49,18,50.78,327,0,Information Technology Services,Technology,36.487,73.29,0.129,0.354,4.57
21,AMPH,100.0,13.56,11,34.27,349,0,Drug Manufacturers - Specialty & Generic,Healthcare,2.112,43.91,0.136,0.321,4.35
22,MCI,100.0,9.18,18,41.67,2944,0,Asset Management,Financial Services,0.348,17.19,0.092,0.432,3.97
