,Stock,%prof,avgTrade%,nTrades,avgDays,openSeshs,numOpen,Industry,Sector,MarketCap,Price,realAvg,ntFact,Score
0,SIRI,87.5,22.24,32,49.81,19,3,Entertainment,Communication Services,11.616,3.02,0.195,0.642,12.5
1,DENN,83.33,18.18,30,43.07,28,3,Restaurants,Consumer Cyclical,0.421,8.07,0.151,0.697,10.55
2,GL,100.0,10.12,33,36.18,1,2,Insurance - Life,Financial Services,7.123,75.75,0.101,0.912,9.23
3,IART,90.32,12.64,31,38.77,19,3,Medical Devices,Healthcare,2.228,28.34,0.114,0.8,9.13
4,BF-A,88.52,5.92,61,35.51,6,3,Beverages - Wineries & Distilleries,Consumer Defensive,22.967,49.46,0.052,1.718,9.0
5,ZD,85.71,19.67,21,39.62,1,1,Advertising Agencies,Communication Services,2.362,51.21,0.169,0.53,8.94
6,HUM,84.62,11.83,39,46.62,52,3,Healthcare Plans,Healthcare,36.861,305.9,0.1,0.837,8.37
7,BF-B,90.0,8.99,30,30.0,8,3,Beverages - Wineries & Distilleries,Consumer Defensive,22.967,48.13,0.081,1.0,8.09
8,EQIX,80.0,14.02,30,48.9,1,3,REIT - Specialty,Real Estate,69.433,731.61,0.112,0.613,6.88
9,COLD,100.0,18.97,9,25.78,21,3,REIT - Industrial,Real Estate,6.339,22.24,0.19,0.349,6.62
10,CAR,73.68,7.3,57,48.07,35,3,Rental & Leasing Services,Industrials,3.591,100.75,0.054,1.186,6.38
11,QDEL,65.91,11.0,44,52.89,33,3,Medical Devices,Healthcare,2.651,39.64,0.073,0.832,6.03
12,IRON,75.0,24.3,12,40.0,3,3,Biotechnology,Healthcare,0.68,27.55,0.182,0.3,5.47
13,ARKO,100.0,14.14,12,35.25,22,3,Specialty Retail,Consumer Cyclical,0.527,4.55,0.141,0.34,4.81
14,TFX,76.32,6.48,38,44.21,21,3,Medical Instruments & Supplies,Healthcare,9.736,206.71,0.049,0.86,4.25
15,EMBC,100.0,24.73,6,37.0,29,3,Medical Instruments & Supplies,Healthcare,0.594,10.31,0.247,0.162,4.01
16,FUBO,75.0,29.01,12,66.25,27,2,Broadcasting,Communication Services,0.416,1.39,0.218,0.181,3.94
17,JACK,57.58,10.55,33,55.91,1,1,Restaurants,Consumer Cyclical,1.149,58.79,0.061,0.59,3.59
18,HAIN,75.76,7.21,33,54.03,2,3,Packaged Foods,Consumer Defensive,0.552,6.14,0.055,0.611,3.34
19,SIBN,100.0,30.55,3,29.0,19,2,Medical Devices,Healthcare,0.598,14.57,0.306,0.103,3.16
20,RLAY,100.0,40.89,3,40.0,7,2,Biotechnology,Healthcare,0.843,6.37,0.409,0.075,3.07
21,TBBK,61.11,14.74,18,53.67,15,3,Banks - Regional,Financial Services,1.609,30.8,0.09,0.335,3.02
22,LNZA,100.0,58.84,3,66.0,34,3,Waste Management,Industrials,0.441,2.23,0.588,0.045,2.67
23,ACAD,58.33,7.95,36,63.69,16,3,Biotechnology,Healthcare,2.753,16.71,0.046,0.565,2.62
24,BA,64.71,4.22,51,54.59,11,3,Aerospace & Defense,Industrials,102.654,167.22,0.027,0.934,2.55
25,ATRC,71.43,8.8,21,53.71,1,2,Medical Instruments & Supplies,Healthcare,1.121,23.17,0.063,0.391,2.46
26,FIVE,83.33,8.72,12,37.5,1,1,Specialty Retail,Consumer Cyclical,8.29,150.08,0.073,0.32,2.33
27,GSHD,100.0,45.11,3,64.0,2,3,Insurance - Diversified,Financial Services,2.108,55.5,0.451,0.047,2.11
28,CHPT,100.0,28.63,4,55.25,144,3,Specialty Retail,Consumer Cyclical,0.538,1.27,0.286,0.072,2.07
29,TXG,100.0,25.84,3,39.0,7,3,Health Information Services,Healthcare,3.288,27.59,0.258,0.077,1.99
30,UNFI,66.67,4.02,39,55.69,20,3,Food Distribution,Consumer Defensive,0.543,9.13,0.027,0.7,1.88
31,COUR,100.0,26.43,3,44.0,21,3,Education & Training Services,Consumer Defensive,1.883,11.97,0.264,0.068,1.8
32,ZIP,100.0,15.43,3,34.0,16,3,Staffing & Employment Services,Industrials,1.026,10.36,0.154,0.088,1.36
33,PACB,47.62,5.83,21,55.38,21,3,Medical Devices,Healthcare,0.394,1.47,0.028,0.379,1.05
34,AMSF,100.0,6.37,3,27.0,1,1,Insurance - Specialty,Financial Services,0.872,45.56,0.064,0.111,0.71
35,FWRD,42.86,3.97,21,51.05,50,3,Integrated Freight & Logistics,Industrials,0.587,22.27,0.017,0.411,0.7
36,AMPL,-33.33,-54.53,3,89.0,11,3,Software - Application,Technology,1.195,9.92,0.182,0.034,0.61
37,VERV,-33.33,-26.97,3,46.0,1,1,Biotechnology,Healthcare,0.515,6.16,0.09,0.065,0.59
38,IMKTA,71.43,1.71,21,52.43,30,3,Grocery Stores,Consumer Defensive,1.381,72.71,0.012,0.401,0.49
39,SAVE,55.56,2.26,18,60.17,54,3,Airlines,Industrials,0.388,3.54,0.013,0.299,0.38
40,FOXF,55.56,2.53,9,36.0,28,3,Auto Parts,Consumer Cyclical,1.699,40.45,0.014,0.25,0.35
41,CNMD,51.28,0.96,39,63.28,47,3,Medical Devices,Healthcare,2.026,65.78,0.005,0.616,0.3
42,CNXC,-16.67,-17.38,6,85.0,23,3,Information Technology Services,Technology,3.63,55.01,0.029,0.071,0.2
43,WOOF,50.0,2.78,6,63.0,7,1,Specialty Retail,Consumer Cyclical,0.407,1.51,0.014,0.095,0.13
44,LBRDK,55.56,1.69,9,82.89,39,3,Telecom Services,Communication Services,7.047,49.25,0.009,0.109,0.1
45,CMP,66.67,0.23,12,49.42,2,3,Other Industrial Metals & Mining,Basic Materials,0.539,13.04,0.002,0.243,0.04
46,CHTR,33.33,-3.9,6,115.83,36,3,Telecom Services,Communication Services,36.762,254.61,-0.013,0.052,-0.07
47,LBRDA,33.33,-4.93,6,111.5,39,3,Telecom Services,Communication Services,7.047,49.56,-0.016,0.054,-0.09
48,IRWD,12.5,-4.98,8,46.62,22,3,Drug Manufacturers - Specialty & Generic,Healthcare,1.224,7.82,-0.006,0.172,-0.11
49,MKTX,52.38,-0.61,21,49.19,41,3,Capital Markets,Financial Services,7.641,201.79,-0.003,0.427,-0.14
50,ROKU,55.56,-3.14,9,93.33,30,3,Entertainment,Communication Services,8.087,56.35,-0.017,0.096,-0.17
51,CRNC,22.22,-17.41,9,87.67,35,3,Software - Application,Technology,0.405,9.71,-0.039,0.103,-0.4
52,CABA,33.33,-19.68,6,92.0,5,3,Biotechnology,Healthcare,0.531,11.01,-0.066,0.065,-0.43
53,TTEC,55.56,-3.09,36,61.58,19,3,Information Technology Services,Technology,0.366,7.72,-0.017,0.585,-1.0
