,Stock,%prof,avgTrade%,nTrades,avgDays,openSeshs,numOpen,Industry,Sector,MarketCap,Price,realAvg,ntFact,Score
0,CNO,86.11,39.57,36,41.06,415,0,Insurance - Life,Financial Services,2.734,25.16,0.341,0.877,29.87
1,IDCC,90.24,20.15,41,29.59,360,0,Software - Application,Technology,2.489,97.64,0.182,1.386,25.19
2,MCS,94.74,14.01,57,32.0,173,0,Entertainment,Communication Services,0.431,13.6,0.133,1.781,23.64
3,MVIS,76.47,30.2,51,51.0,84,0,Scientific & Technical Instruments,Technology,0.328,1.68,0.231,1.0,23.09
4,ATNI,100.0,16.01,41,31.17,115,0,Telecom Services,Communication Services,0.432,27.93,0.16,1.315,21.06
5,RBBN,66.67,33.8,36,45.81,483,0,Telecom Services,Communication Services,0.483,2.8,0.225,0.786,17.71
6,HNI,85.71,12.12,63,37.1,1578,0,Business Equipment & Supplies,Industrials,1.996,42.22,0.104,1.698,17.64
7,SBAC,83.33,32.67,24,38.96,339,0,REIT - Specialty,Real Estate,22.167,205.04,0.272,0.616,16.77
8,CCS,100.0,31.24,15,28.13,101,0,Residential Construction,Consumer Cyclical,2.663,83.81,0.312,0.533,16.66
9,MAS,87.88,20.3,33,35.7,461,0,Building Products & Equipment,Industrials,16.148,73.48,0.178,0.924,16.49
10,DKL,100.0,123.0,3,24.0,993,0,Oil & Gas Refining & Marketing,Energy,1.808,38.31,1.23,0.125,15.38
11,MNST,84.62,18.55,39,40.08,1343,0,Beverages - Non-Alcoholic,Consumer Defensive,57.319,54.73,0.157,0.973,15.27
12,SES,88.89,67.64,9,35.56,21,0,Auto Parts,Consumer Cyclical,0.497,1.4,0.601,0.253,15.22
13,LGIH,100.0,39.03,15,38.6,101,0,Residential Construction,Consumer Cyclical,2.345,99.47,0.39,0.389,15.17
14,ATLC,77.78,20.66,45,49.27,94,0,Credit Services,Financial Services,0.401,27.45,0.161,0.913,14.68
15,TCI,72.13,16.02,61,48.23,968,0,Real Estate Services,Real Estate,0.302,35.0,0.116,1.265,14.61
16,ARWR,62.3,24.34,61,63.7,91,0,Biotechnology,Healthcare,3.182,25.68,0.152,0.958,14.52
17,LEGH,100.0,30.65,12,26.0,88,0,Residential Construction,Consumer Cyclical,0.495,20.29,0.306,0.462,14.15
18,LIND,100.0,59.39,9,39.67,81,0,Travel Services,Consumer Cyclical,0.425,7.95,0.594,0.227,13.47
19,NEGG,80.95,30.6,21,39.81,92,0,Internet Retail,Consumer Cyclical,0.316,0.83,0.248,0.528,13.07
20,AMT,85.71,23.16,21,32.14,339,0,REIT - Specialty,Real Estate,83.418,178.64,0.199,0.653,12.97
21,CBRL,87.27,10.71,55,39.91,98,0,Restaurants,Consumer Cyclical,1.305,58.79,0.093,1.378,12.88
22,CWH,75.0,63.58,12,44.5,83,0,Auto & Truck Dealerships,Consumer Cyclical,1.067,23.68,0.477,0.27,12.86
23,MDXG,85.19,23.65,27,44.67,344,0,Biotechnology,Healthcare,0.971,6.61,0.201,0.604,12.18
24,LAD,84.62,14.4,39,39.15,84,0,Auto & Truck Dealerships,Consumer Cyclical,7.335,266.43,0.122,0.996,12.14
25,KIM,100.0,29.57,18,44.33,968,0,REIT - Retail,Real Estate,12.094,17.94,0.296,0.406,12.01
26,AKRO,100.0,32.68,12,34.0,79,0,Biotechnology,Healthcare,1.506,21.84,0.327,0.353,11.53
27,APLD,100.0,110.85,3,29.0,415,0,Capital Markets,Financial Services,0.375,3.07,1.108,0.103,11.47
28,LOVE,66.67,69.0,9,36.67,86,0,"Furnishings, Fixtures & Appliances",Consumer Cyclical,0.321,20.73,0.46,0.245,11.29
29,SGRY,83.33,34.88,18,47.17,89,0,Medical Care Facilities,Healthcare,3.284,25.94,0.291,0.382,11.09
30,HQL,90.48,9.85,42,33.81,81,0,Asset Management,Financial Services,0.354,13.2,0.089,1.242,11.07
31,VTRS,78.67,8.41,75,44.87,81,0,Drug Manufacturers - Specialty & Generic,Healthcare,13.74,11.57,0.066,1.671,11.06
32,DMRC,69.7,20.0,33,41.67,417,0,Information Technology Services,Technology,0.495,24.22,0.139,0.792,11.04
33,AXGN,66.67,37.21,18,40.89,98,0,Medical Devices,Healthcare,0.317,7.34,0.248,0.44,10.92
34,CATY,90.48,17.94,21,31.43,203,0,Banks - Regional,Financial Services,2.547,35.05,0.162,0.668,10.85
35,BEN,92.86,9.86,42,35.9,82,0,Asset Management,Financial Services,13.838,26.28,0.092,1.17,10.71
36,PATK,72.22,12.97,54,47.57,353,0,"Furnishings, Fixtures & Appliances",Consumer Cyclical,2.441,109.06,0.094,1.135,10.63
37,NVAX,57.78,20.28,45,50.76,243,0,Biotechnology,Healthcare,0.602,4.3,0.117,0.887,10.39
38,PG,91.07,7.97,56,39.14,1442,0,Household & Personal Products,Consumer Defensive,366.695,155.84,0.073,1.431,10.38
39,ENVX,100.0,47.54,6,27.5,80,0,Electrical Equipment & Parts,Industrials,1.237,7.34,0.475,0.218,10.37
40,MMC,95.74,9.27,47,40.68,978,0,Insurance Brokers,Financial Services,98.307,199.19,0.089,1.155,10.25
41,GNTX,79.07,14.72,43,49.86,983,0,Auto Parts,Consumer Cyclical,8.011,34.63,0.116,0.862,10.04
42,EAD,91.3,11.9,23,24.96,97,0,Asset Management,Financial Services,0.384,6.46,0.109,0.921,10.01
43,HZO,76.92,14.01,39,41.97,1693,0,Specialty Retail,Consumer Cyclical,0.613,27.51,0.108,0.929,10.01
44,NS,87.88,15.96,33,46.33,852,0,Oil & Gas Midstream,Energy,2.729,21.57,0.14,0.712,9.99
45,DRI,89.66,11.95,29,32.17,101,0,Restaurants,Consumer Cyclical,18.502,155.01,0.107,0.901,9.66
46,AKAM,73.33,12.76,45,43.93,250,0,Software - Infrastructure,Technology,16.101,105.09,0.094,1.024,9.58
47,CNC,95.24,16.98,21,36.29,233,0,Healthcare Plans,Healthcare,38.321,71.64,0.162,0.579,9.36
48,GMRE,100.0,24.77,10,26.6,335,0,REIT - Healthcare Facilities,Real Estate,0.584,8.28,0.248,0.376,9.31
49,FDS,100.0,9.12,27,26.44,502,0,Financial Data & Stock Exchanges,Financial Services,16.286,427.27,0.091,1.021,9.31
50,CAL,68.25,9.95,63,46.16,984,0,Apparel Retail,Consumer Cyclical,1.271,36.16,0.068,1.365,9.27
51,GL,100.0,10.12,33,36.18,989,0,Insurance - Life,Financial Services,4.624,49.17,0.101,0.912,9.23
52,ARVN,100.0,33.17,9,32.67,93,0,Biotechnology,Healthcare,2.537,37.26,0.332,0.275,9.14
53,CL,95.0,7.68,40,32.4,1427,0,Household & Personal Products,Consumer Defensive,70.691,86.0,0.073,1.235,9.01
54,VRTX,75.76,15.81,33,43.91,1855,0,Biotechnology,Healthcare,103.443,400.23,0.12,0.752,9.0
55,BF-A,88.52,5.92,61,35.51,87,0,Beverages - Wineries & Distilleries,Consumer Defensive,24.045,51.74,0.052,1.718,9.0
56,REGN,76.67,24.66,30,63.37,1114,0,Biotechnology,Healthcare,101.016,920.32,0.189,0.473,8.95
57,ZD,85.71,19.67,21,39.62,191,0,Advertising Agencies,Communication Services,2.479,53.8,0.169,0.53,8.94
58,UPBD,75.0,11.26,48,45.81,333,0,Software - Application,Technology,1.732,31.83,0.084,1.048,8.85
59,ANGI,79.17,21.16,24,45.92,91,0,Internet Content & Information,Communication Services,1.079,2.15,0.168,0.523,8.76
60,FULC,80.0,30.49,15,41.8,220,0,Biotechnology,Healthcare,0.484,7.81,0.244,0.359,8.75
61,PMT,88.89,15.82,27,43.78,108,0,REIT - Mortgage,Real Estate,1.186,13.69,0.141,0.617,8.67
62,UNM,86.27,8.15,51,41.65,961,0,Insurance - Life,Financial Services,9.644,50.25,0.07,1.224,8.61
