,Stock,%prof,avgTrade%,nTrades,avgDays,openSeshs,numOpen,Industry,Sector,MarketCap,Price,realAvg,ntFact,Score
0,INSM,82.76,39.03,29,38.24,709,0,Biotechnology,Healthcare,3.672,24.72,0.323,0.758,24.5
1,MCS,94.74,14.01,57,32.0,186,0,Entertainment,Communication Services,0.419,13.04,0.133,1.781,23.64
2,RGNX,100.0,39.4,18,30.5,40,0,Biotechnology,Healthcare,0.757,15.43,0.394,0.59,23.25
3,INDV,80.0,85.94,15,46.8,247,0,Drug Manufacturers - Specialty & Generic,Healthcare,2.478,17.56,0.688,0.321,22.04
4,UUUU,90.0,30.42,30,39.77,1018,0,Uranium,Energy,0.921,5.6,0.274,0.754,20.65
5,CTLP,90.0,29.61,30,40.6,348,0,Information Technology Services,Technology,0.421,5.79,0.266,0.739,19.69
6,SBAC,83.33,32.67,24,38.96,353,0,REIT - Specialty,Real Estate,20.357,188.7,0.272,0.616,16.77
7,CCS,100.0,31.24,15,28.13,114,0,Residential Construction,Consumer Cyclical,2.522,79.32,0.312,0.533,16.66
8,MAS,87.88,20.3,33,35.7,474,0,Building Products & Equipment,Industrials,15.076,68.45,0.178,0.924,16.49
9,MSTR,81.25,17.15,48,42.31,519,0,Software - Application,Technology,18.795,1065.03,0.139,1.134,15.81
10,MNST,84.62,18.55,39,40.08,1356,0,Beverages - Non-Alcoholic,Consumer Defensive,55.68,53.45,0.157,0.973,15.27
11,LGIH,100.0,39.03,15,38.6,114,0,Residential Construction,Consumer Cyclical,2.12,89.93,0.39,0.389,15.17
12,BDC,86.36,16.2,44,41.0,81,0,Communication Equipment,Technology,3.305,81.27,0.14,1.073,15.01
13,ARWR,62.3,24.34,61,63.7,104,0,Biotechnology,Healthcare,2.803,22.62,0.152,0.958,14.52
14,CAT,88.16,9.1,76,42.75,420,0,Farm & Heavy Construction Machinery,Industrials,163.622,334.57,0.08,1.778,14.26
15,MGM,75.0,23.5,36,45.25,982,0,Resorts & Casinos,Consumer Cyclical,12.503,39.44,0.176,0.796,14.02
16,LIND,100.0,59.39,9,39.67,94,0,Travel Services,Consumer Cyclical,0.392,7.34,0.594,0.227,13.47
17,EFX,88.57,11.41,35,26.46,112,0,Consulting Services,Industrials,27.218,220.19,0.101,1.323,13.37
18,AMT,85.71,23.16,21,32.14,352,0,REIT - Specialty,Real Estate,80.112,171.56,0.199,0.653,12.97
19,CBRL,87.27,10.71,55,39.91,111,0,Restaurants,Consumer Cyclical,1.292,58.19,0.093,1.378,12.88
20,CWH,75.0,63.58,12,44.5,96,0,Auto & Truck Dealerships,Consumer Cyclical,0.914,20.27,0.477,0.27,12.86
21,CYTK,91.67,21.88,24,37.5,1571,0,Biotechnology,Healthcare,6.413,61.32,0.201,0.64,12.84
22,HAL,75.93,12.33,54,39.7,415,0,Oil & Gas Equipment & Services,Energy,33.172,37.47,0.094,1.36,12.73
23,MPC,94.44,24.2,18,32.67,981,0,Oil & Gas Refining & Marketing,Energy,65.48,181.72,0.229,0.551,12.59
24,GATX,84.72,9.1,72,44.44,105,0,Rental & Leasing Services,Industrials,4.353,122.36,0.077,1.62,12.49
25,MRO,79.66,11.43,59,43.12,414,0,Oil & Gas E&P,Energy,15.344,26.85,0.091,1.368,12.46
26,MCRI,100.0,18.55,28,41.75,105,0,Resorts & Casinos,Consumer Cyclical,1.276,67.77,0.186,0.671,12.44
27,MDXG,85.19,23.65,27,44.67,357,0,Biotechnology,Healthcare,0.909,6.16,0.201,0.604,12.18
28,LAD,84.62,14.4,39,39.15,97,0,Auto & Truck Dealerships,Consumer Cyclical,6.972,254.38,0.122,0.996,12.14
29,SEIC,78.85,12.56,52,42.69,103,0,Asset Management,Financial Services,8.648,65.82,0.099,1.218,12.06
30,MDGL,75.0,28.79,24,44.12,111,0,Biotechnology,Healthcare,4.342,204.02,0.216,0.544,11.75
31,VALU,87.5,15.34,24,27.62,3174,0,Financial Data & Stock Exchanges,Financial Services,0.352,37.32,0.134,0.869,11.66
32,AKRO,100.0,32.68,12,34.0,92,0,Biotechnology,Healthcare,1.375,19.89,0.327,0.353,11.53
33,APLD,100.0,110.85,3,29.0,428,0,Capital Markets,Financial Services,0.332,2.7,1.108,0.103,11.47
34,OCUL,85.71,24.51,21,38.67,98,0,Biotechnology,Healthcare,0.733,4.74,0.21,0.543,11.41
35,CZR,100.0,39.81,12,42.0,101,0,Resorts & Casinos,Consumer Cyclical,7.752,35.82,0.398,0.286,11.37
36,MCFT,100.0,41.95,12,45.5,82,0,Recreational Vehicles,Consumer Cyclical,0.345,20.23,0.42,0.264,11.06
37,CATY,90.48,17.94,21,31.43,216,0,Banks - Regional,Financial Services,2.503,34.44,0.162,0.668,10.85
38,DXC,83.33,10.72,54,44.83,133,0,Information Technology Services,Technology,3.564,19.49,0.089,1.205,10.76
39,BEN,92.86,9.86,42,35.9,95,0,Asset Management,Financial Services,12.018,22.84,0.092,1.17,10.71
