,Stock,%prof,avgTrade%,nTrades,avgDays,openSeshs,numOpen,Industry,Sector,MarketCap,Price,realAvg,ntFact,Score
0,IDCC,90.24,20.15,41,29.59,356,0,Software - Application,Technology,2.443,95.87,0.182,1.386,25.19
1,HA,100.0,39.5,21,35.38,84,0,Airlines,Industrials,0.681,13.14,0.395,0.594,23.45
2,MVIS,76.47,30.2,51,51.0,80,0,Scientific & Technical Instruments,Technology,0.328,1.68,0.231,1.0,23.09
3,ATNI,100.0,16.01,41,31.17,111,0,Telecom Services,Communication Services,0.438,28.3,0.16,1.315,21.06
4,KYMR,100.0,69.51,6,22.0,94,0,Biotechnology,Healthcare,2.224,36.4,0.695,0.273,18.96
5,DKL,100.0,123.0,3,24.0,989,0,Oil & Gas Refining & Marketing,Energy,1.875,39.73,1.23,0.125,15.38
6,MNST,84.62,18.55,39,40.08,1339,0,Beverages - Non-Alcoholic,Consumer Defensive,58.544,55.9,0.157,0.973,15.27
7,LGIH,100.0,39.03,15,38.6,97,0,Residential Construction,Consumer Cyclical,2.329,98.8,0.39,0.389,15.17
8,ATLC,77.78,20.66,45,49.27,90,0,Credit Services,Financial Services,0.422,28.85,0.161,0.913,14.68
9,TCI,72.13,16.02,61,48.23,964,0,Real Estate Services,Real Estate,0.31,35.83,0.116,1.265,14.61
10,ARWR,62.3,24.34,61,63.7,87,0,Biotechnology,Healthcare,3.194,25.78,0.152,0.958,14.52
11,LEGH,100.0,30.65,12,26.0,84,0,Residential Construction,Consumer Cyclical,0.516,21.14,0.306,0.462,14.15
12,NEGG,80.95,30.6,21,39.81,88,0,Internet Retail,Consumer Cyclical,0.324,0.85,0.248,0.528,13.07
13,AMT,85.71,23.16,21,32.14,335,0,REIT - Specialty,Real Estate,88.686,190.17,0.199,0.653,12.97
14,AVXL,95.83,19.43,24,34.46,84,0,Biotechnology,Healthcare,0.363,4.42,0.186,0.696,12.97
15,CBRL,87.27,10.71,55,39.91,94,0,Restaurants,Consumer Cyclical,1.426,64.23,0.093,1.378,12.88
16,MDXG,85.19,23.65,27,44.67,340,0,Biotechnology,Healthcare,1.029,7.0,0.201,0.604,12.18
17,LAD,84.62,14.4,39,39.15,80,0,Auto & Truck Dealerships,Consumer Cyclical,7.626,277.0,0.122,0.996,12.14
18,KIM,100.0,29.57,18,44.33,964,0,REIT - Retail,Real Estate,12.478,18.51,0.296,0.406,12.01
19,VALU,87.5,15.34,24,27.62,3156,0,Financial Data & Stock Exchanges,Financial Services,0.361,38.32,0.134,0.869,11.66
20,AKRO,100.0,32.68,12,34.0,75,0,Biotechnology,Healthcare,1.601,23.22,0.327,0.353,11.53
21,APLD,100.0,110.85,3,29.0,411,0,Capital Markets,Financial Services,0.364,2.98,1.108,0.103,11.47
22,SGRY,83.33,34.88,18,47.17,85,0,Medical Care Facilities,Healthcare,3.474,27.44,0.291,0.382,11.09
23,DMRC,69.7,20.0,33,41.67,413,0,Information Technology Services,Technology,0.501,24.49,0.139,0.792,11.04
24,CATY,90.48,17.94,21,31.43,199,0,Banks - Regional,Financial Services,2.661,36.62,0.162,0.668,10.85
25,PG,91.07,7.97,56,39.14,1438,0,Household & Personal Products,Consumer Defensive,367.306,156.1,0.073,1.431,10.38
26,ENVX,100.0,47.54,6,27.5,76,0,Electrical Equipment & Parts,Industrials,1.272,7.55,0.475,0.218,10.37
27,EAD,91.3,11.9,23,24.96,93,0,Asset Management,Financial Services,0.388,6.54,0.109,0.921,10.01
28,DRI,89.66,11.95,29,32.17,97,0,Restaurants,Consumer Cyclical,18.662,156.35,0.107,0.901,9.66
29,AKAM,73.33,12.76,45,43.93,246,0,Software - Infrastructure,Technology,16.277,106.24,0.094,1.024,9.58
30,PANW,100.0,23.03,15,36.8,984,0,Software - Infrastructure,Technology,86.917,269.01,0.23,0.408,9.39
31,CNC,95.24,16.98,21,36.29,229,0,Healthcare Plans,Healthcare,38.93,72.78,0.162,0.579,9.36
32,FDS,100.0,9.12,27,26.44,498,0,Financial Data & Stock Exchanges,Financial Services,16.511,433.17,0.091,1.021,9.31
33,GL,100.0,10.12,33,36.18,985,0,Insurance - Life,Financial Services,10.198,108.45,0.101,0.912,9.23
34,ARVN,100.0,33.17,9,32.67,89,0,Biotechnology,Healthcare,2.549,37.44,0.332,0.275,9.14
35,ZD,85.71,19.67,21,39.62,187,0,Advertising Agencies,Communication Services,2.67,57.95,0.169,0.53,8.94
36,ANGI,79.17,21.16,24,45.92,87,0,Internet Content & Information,Communication Services,1.14,2.27,0.168,0.523,8.76
37,FULC,80.0,30.49,15,41.8,216,0,Biotechnology,Healthcare,0.528,8.52,0.244,0.359,8.75
38,ROIC,100.0,50.49,6,35.0,84,0,REIT - Retail,Real Estate,1.563,12.26,0.505,0.171,8.66
39,OSUR,61.9,16.54,42,50.14,414,0,Medical Instruments & Supplies,Healthcare,0.44,5.96,0.102,0.838,8.58
40,CCI,88.89,14.53,27,41.85,96,0,REIT - Specialty,Real Estate,43.791,100.78,0.129,0.645,8.33
41,BF-B,90.0,8.99,30,30.0,1421,0,Beverages - Wineries & Distilleries,Consumer Defensive,24.338,50.98,0.081,1.0,8.09
42,RFI,100.0,9.86,28,34.25,85,0,Asset Management,Financial Services,0.304,11.47,0.099,0.818,8.06
43,ADBE,70.83,12.04,48,50.85,339,0,Software - Infrastructure,Technology,217.334,485.12,0.085,0.944,8.05
44,AXSM,80.0,24.91,15,38.2,77,0,Biotechnology,Healthcare,3.423,72.25,0.199,0.393,7.83
45,BF-A,83.61,5.61,61,37.92,83,0,Beverages - Wineries & Distilleries,Consumer Defensive,24.338,52.45,0.047,1.609,7.55
46,ADSK,87.5,10.52,32,39.28,604,0,Software - Application,Technology,52.354,244.74,0.092,0.815,7.5
47,INVA,85.71,16.08,21,38.71,842,0,Biotechnology,Healthcare,0.927,14.66,0.138,0.542,7.48
