,Stock,%prof,avgTrade%,nTrades,avgDays,openSeshs,numOpen,Industry,Sector,MarketCap,Price,realAvg,ntFact,Score
0,DHC,91.67,21.53,48,35.94,209,0,REIT - Healthcare Facilities,Real Estate,0.565,2.35,0.197,1.336,26.36
1,IDCC,90.24,20.15,41,29.59,352,0,Software - Application,Technology,2.481,97.35,0.182,1.386,25.19
2,HA,100.0,39.5,21,35.38,80,0,Airlines,Industrials,0.69,13.32,0.395,0.594,23.45
3,ATLC,77.78,20.66,45,49.27,86,0,Credit Services,Financial Services,0.424,29.0,0.161,0.913,14.68
4,TCI,72.13,16.02,61,48.23,960,0,Real Estate Services,Real Estate,0.313,36.21,0.116,1.265,14.61
5,XERS,100.0,48.72,12,40.67,55,0,Biotechnology,Healthcare,0.301,2.14,0.487,0.295,14.38
6,LEGH,100.0,30.65,12,26.0,80,0,Residential Construction,Consumer Cyclical,0.518,21.22,0.306,0.462,14.15
7,NEGG,80.95,30.6,21,39.81,84,0,Internet Retail,Consumer Cyclical,0.336,0.88,0.248,0.528,13.07
8,MDXG,85.19,23.65,27,44.67,336,0,Biotechnology,Healthcare,1.095,7.45,0.201,0.604,12.18
9,BLTE,100.0,96.39,3,25.0,169,0,Biotechnology,Healthcare,1.098,36.91,0.964,0.12,11.57
10,DMRC,69.7,20.0,33,41.67,409,0,Information Technology Services,Technology,0.543,26.56,0.139,0.792,11.04
11,MLKN,82.35,9.48,51,36.1,180,0,"Furnishings, Fixtures & Appliances",Consumer Cyclical,1.903,26.14,0.078,1.413,11.03
12,CATY,90.48,17.94,21,31.43,195,0,Banks - Regional,Financial Services,2.682,36.91,0.162,0.668,10.85
13,AIR,72.31,9.62,65,43.4,962,0,Aerospace & Defense,Industrials,2.087,58.9,0.07,1.498,10.42
14,PANW,100.0,23.03,15,36.8,980,0,Software - Infrastructure,Technology,90.281,279.42,0.23,0.408,9.39
15,FDS,100.0,9.12,27,26.44,494,0,Financial Data & Stock Exchanges,Financial Services,16.868,442.88,0.091,1.021,9.31
16,GL,100.0,10.12,33,36.18,981,0,Insurance - Life,Financial Services,10.732,114.13,0.101,0.912,9.23
17,ARVN,100.0,33.17,9,32.67,85,0,Biotechnology,Healthcare,2.751,40.4,0.332,0.275,9.14
18,BF-A,88.52,5.92,61,35.51,79,0,Beverages - Wineries & Distilleries,Consumer Defensive,24.335,52.36,0.052,1.718,9.0
19,ZD,85.71,19.67,21,39.62,183,0,Advertising Agencies,Communication Services,2.877,62.45,0.169,0.53,8.94
20,OSUR,61.9,16.54,42,50.14,410,0,Medical Instruments & Supplies,Healthcare,0.449,6.08,0.102,0.838,8.58
21,BF-B,90.0,8.99,30,30.0,1417,0,Beverages - Wineries & Distilleries,Consumer Defensive,24.335,51.02,0.081,1.0,8.09
22,ADBE,70.83,12.04,48,50.85,335,0,Software - Infrastructure,Technology,224.936,502.09,0.085,0.944,8.05
23,SLNO,50.0,48.77,18,57.17,315,0,Biotechnology,Healthcare,1.347,41.49,0.244,0.315,7.68
24,HUMA,100.0,44.13,6,35.5,72,0,Biotechnology,Healthcare,0.352,3.01,0.441,0.169,7.46
