,Stock,%prof,avgTrade%,nTrades,avgDays,openSeshs,numOpen,Industry,Sector,MarketCap,Price,realAvg,ntFact,Score
0,UVV,83.33,9.08,72,39.18,20,3,Tobacco,Consumer Defensive,1.178,47.92,0.076,1.838,13.9
1,EXTR,97.22,18.56,36,50.75,28,3,Communication Equipment,Technology,1.401,10.88,0.18,0.709,12.8
2,SIRI,87.5,22.24,32,49.81,4,3,Entertainment,Communication Services,13.41,3.49,0.195,0.642,12.5
3,DENN,83.33,18.18,30,43.07,13,3,Restaurants,Consumer Cyclical,0.44,8.44,0.151,0.697,10.55
4,IART,90.32,12.64,31,38.77,4,3,Medical Devices,Healthcare,2.659,34.0,0.114,0.8,9.13
5,HUM,84.62,11.83,39,46.62,37,3,Healthcare Plans,Healthcare,37.745,313.11,0.1,0.837,8.37
6,AMC,66.67,22.0,21,37.43,138,3,Entertainment,Communication Services,0.792,3.01,0.147,0.561,8.23
7,COLD,100.0,18.97,9,25.78,6,3,REIT - Industrial,Real Estate,6.741,23.67,0.19,0.349,6.62
8,QDEL,65.91,11.0,44,52.89,18,3,Medical Devices,Healthcare,2.854,42.7,0.073,0.832,6.03
9,GNE,95.24,12.06,21,47.0,34,3,Utilities - Regulated Electric,Utilities,0.423,15.46,0.115,0.447,5.13
10,ARKO,100.0,14.14,12,35.25,7,3,Specialty Retail,Consumer Cyclical,0.624,5.2,0.141,0.34,4.81
11,EMBC,100.0,24.73,6,37.0,14,3,Medical Instruments & Supplies,Healthcare,0.735,12.76,0.247,0.162,4.01
12,FUBO,75.0,29.01,12,66.25,12,2,Broadcasting,Communication Services,0.464,1.55,0.218,0.181,3.94
13,SITM,100.0,34.74,3,27.0,10,3,Semiconductors,Technology,1.908,83.52,0.347,0.111,3.86
14,ACRE,50.0,56.56,6,52.5,20,3,REIT - Mortgage,Real Estate,0.39,7.16,0.283,0.114,3.23
15,SIBN,100.0,30.55,3,29.0,4,2,Medical Devices,Healthcare,0.631,15.36,0.306,0.103,3.16
16,U,100.0,25.34,6,50.0,1,1,Software - Application,Technology,9.787,25.36,0.253,0.12,3.04
17,TBBK,61.11,14.74,18,53.67,1,2,Banks - Regional,Financial Services,1.686,31.97,0.09,0.335,3.02
18,MED,60.47,6.13,43,54.28,40,3,Personal Services,Consumer Cyclical,0.358,32.83,0.037,0.792,2.94
19,MEI,64.1,5.3,39,49.85,3,3,Electronic Components,Technology,0.426,12.04,0.034,0.782,2.66
20,ACAD,58.33,7.95,36,63.69,1,3,Biotechnology,Healthcare,2.968,18.01,0.046,0.565,2.62
21,TNGX,100.0,81.27,3,104.0,1,1,Biotechnology,Healthcare,0.788,7.38,0.813,0.029,2.34
22,UNFI,66.67,4.02,39,55.69,5,3,Food Distribution,Consumer Defensive,0.62,10.43,0.027,0.7,1.88
23,NFBK,100.0,8.5,9,42.33,20,3,Banks - Regional,Financial Services,0.404,9.09,0.085,0.213,1.81
24,COUR,100.0,26.43,3,44.0,6,3,Education & Training Services,Consumer Defensive,2.172,13.84,0.264,0.068,1.8
25,AMCX,66.67,10.33,12,49.75,20,3,Entertainment,Communication Services,0.501,11.5,0.069,0.241,1.66
26,DBX,100.0,13.35,6,49.33,17,3,Software - Infrastructure,Technology,8.005,23.27,0.134,0.122,1.62
27,LUNG,66.67,43.25,3,57.0,11,3,Medical Devices,Healthcare,0.318,8.24,0.288,0.053,1.52
28,ZIP,100.0,15.43,3,34.0,1,3,Staffing & Employment Services,Industrials,1.104,11.14,0.154,0.088,1.36
29,TWKS,100.0,7.02,9,57.44,6,3,Information Technology Services,Technology,0.758,2.35,0.07,0.157,1.1
30,PACB,47.62,5.83,21,55.38,6,3,Medical Devices,Healthcare,0.898,3.35,0.028,0.379,1.05
31,NYCB,50.0,3.26,24,47.75,28,3,Banks - Regional,Financial Services,2.49,3.12,0.016,0.503,0.82
32,FWRD,42.86,3.97,21,51.05,35,3,Integrated Freight & Logistics,Industrials,0.743,28.18,0.017,0.411,0.7
33,VSCO,50.0,8.84,6,41.67,1,3,Apparel Retail,Consumer Cyclical,1.433,18.47,0.044,0.144,0.64
34,HRZN,66.67,4.06,9,48.67,5,3,Asset Management,Financial Services,0.376,11.25,0.027,0.185,0.5
35,SAVE,55.56,2.26,18,60.17,39,3,Airlines,Industrials,0.485,4.43,0.013,0.299,0.38
36,FOXF,55.56,2.53,9,36.0,13,3,Auto Parts,Consumer Cyclical,1.917,45.66,0.014,0.25,0.35
37,FSLY,-33.33,-52.86,3,189.0,10,3,Software - Application,Technology,1.682,12.53,0.176,0.016,0.28
38,CNXC,-16.67,-17.38,6,85.0,8,3,Information Technology Services,Technology,3.865,58.95,0.029,0.071,0.2
39,LBRDK,55.56,1.69,9,82.89,24,3,Telecom Services,Communication Services,7.327,51.31,0.009,0.109,0.1
40,SAM,56.25,0.3,32,61.31,8,3,Beverages - Brewers,Consumer Defensive,3.54,294.75,0.002,0.522,0.09
41,AGL,16.67,0.57,6,50.0,86,3,Medical Care Facilities,Healthcare,1.945,4.75,0.001,0.12,0.01
42,CHTR,33.33,-3.9,6,115.83,21,3,Telecom Services,Communication Services,38.622,267.49,-0.013,0.052,-0.07
43,LBRDA,33.33,-4.93,6,111.5,24,3,Telecom Services,Communication Services,7.398,51.5,-0.016,0.054,-0.09
44,IRWD,12.5,-4.98,8,46.62,7,3,Drug Manufacturers - Specialty & Generic,Healthcare,1.262,8.06,-0.006,0.172,-0.11
45,ROKU,55.56,-3.14,9,93.33,15,3,Entertainment,Communication Services,8.587,59.83,-0.017,0.096,-0.17
