,Stock,%prof,avgTrade%,nTrades,avgDays,openSeshs,numOpen,Industry,Sector,MarketCap,Price,realAvg,ntFact,Score
0,IDCC,90.24,20.15,41,29.59,354,0,Software - Application,Technology,2.443,95.84,0.182,1.386,25.19
1,MCS,94.74,14.01,57,32.0,167,0,Entertainment,Communication Services,0.439,13.84,0.133,1.781,23.64
2,MVIS,76.47,30.2,51,51.0,78,0,Scientific & Technical Instruments,Technology,0.326,1.67,0.231,1.0,23.09
3,ATNI,100.0,16.01,41,31.17,109,0,Telecom Services,Communication Services,0.456,29.44,0.16,1.315,21.06
4,KYMR,100.0,69.51,6,22.0,92,0,Biotechnology,Healthcare,2.269,37.13,0.695,0.273,18.96
5,ILMN,79.49,23.69,39,42.03,74,0,Diagnostics & Research,Healthcare,20.298,127.74,0.188,0.928,17.47
6,DKL,100.0,123.0,3,24.0,987,0,Oil & Gas Refining & Marketing,Energy,1.898,40.22,1.23,0.125,15.38
7,MNST,84.62,18.55,39,40.08,1337,0,Beverages - Non-Alcoholic,Consumer Defensive,58.596,55.95,0.157,0.973,15.27
8,ATLC,77.78,20.66,45,49.27,88,0,Credit Services,Financial Services,0.42,28.76,0.161,0.913,14.68
9,ARWR,62.3,24.34,61,63.7,85,0,Biotechnology,Healthcare,3.281,26.48,0.152,0.958,14.52
10,LEGH,100.0,30.65,12,26.0,82,0,Residential Construction,Consumer Cyclical,0.512,20.98,0.306,0.462,14.15
11,NEGG,80.95,30.6,21,39.81,86,0,Internet Retail,Consumer Cyclical,0.323,0.85,0.248,0.528,13.07
12,MDXG,85.19,23.65,27,44.67,338,0,Biotechnology,Healthcare,1.03,7.01,0.201,0.604,12.18
13,AKRO,100.0,32.68,12,34.0,73,0,Biotechnology,Healthcare,1.598,23.18,0.327,0.353,11.53
14,APLD,100.0,110.85,3,29.0,409,0,Capital Markets,Financial Services,0.406,3.33,1.108,0.103,11.47
15,SGRY,83.33,34.88,18,47.17,83,0,Medical Care Facilities,Healthcare,3.48,27.49,0.291,0.382,11.09
16,HQL,90.48,9.85,42,33.81,75,0,Asset Management,Financial Services,0.356,13.28,0.089,1.242,11.07
17,DMRC,69.7,20.0,33,41.67,411,0,Information Technology Services,Technology,0.532,26.0,0.139,0.792,11.04
18,CATY,90.48,17.94,21,31.43,197,0,Banks - Regional,Financial Services,2.644,36.39,0.162,0.668,10.85
19,AIR,72.31,9.62,65,43.4,964,0,Aerospace & Defense,Industrials,2.088,58.93,0.07,1.498,10.42
20,PG,91.07,7.97,56,39.14,1436,0,Household & Personal Products,Consumer Defensive,367.424,156.15,0.073,1.431,10.38
21,ENVX,100.0,47.54,6,27.5,74,0,Electrical Equipment & Parts,Industrials,1.282,7.61,0.475,0.218,10.37
22,EAD,91.3,11.9,23,24.96,91,0,Asset Management,Financial Services,0.389,6.55,0.109,0.921,10.01
23,DRI,89.66,11.95,29,32.17,95,0,Restaurants,Consumer Cyclical,19.453,162.98,0.107,0.901,9.66
24,VYX,83.33,13.34,30,34.6,331,0,Information Technology Services,Technology,1.765,12.23,0.111,0.867,9.64
25,SMTI,54.35,23.51,46,61.37,77,0,Medical Instruments & Supplies,Healthcare,0.297,34.83,0.128,0.75,9.58
