,Stock,%prof,avgTrade%,nTrades,avgDays,openSeshs,numOpen,Industry,Sector,MarketCap,Price,realAvg,ntFact,Score
0,HA,100.0,39.5,21,35.38,100,0,Airlines,Industrials,0.643,12.41,0.395,0.594,23.45
1,RGNX,100.0,39.4,18,30.5,38,0,Biotechnology,Healthcare,0.787,16.05,0.394,0.59,23.25
2,INDV,80.0,85.94,15,46.8,246,0,Drug Manufacturers - Specialty & Generic,Healthcare,2.428,17.93,0.688,0.321,22.04
3,ATNI,100.0,16.01,41,31.17,127,0,Telecom Services,Communication Services,0.306,19.77,0.16,1.315,21.06
4,UUUU,90.0,30.42,30,39.77,1016,0,Uranium,Energy,0.907,5.51,0.274,0.754,20.65
5,CTLP,90.0,29.61,30,40.6,347,0,Information Technology Services,Technology,0.429,5.89,0.266,0.739,19.69
6,DXCM,88.89,26.26,27,37.11,109,0,Medical Devices,Healthcare,50.033,125.81,0.233,0.728,16.98
7,MAS,87.88,20.3,33,35.7,473,0,Building Products & Equipment,Industrials,15.432,70.07,0.178,0.924,16.49
8,MGM,81.82,25.84,33,43.64,981,0,Resorts & Casinos,Consumer Cyclical,13.191,41.61,0.211,0.756,15.99
9,LGIH,100.0,39.03,15,38.6,113,0,Residential Construction,Consumer Cyclical,2.264,96.04,0.39,0.389,15.17
10,ARWR,62.3,24.34,61,63.7,103,0,Biotechnology,Healthcare,2.866,23.13,0.152,0.958,14.52
11,LIND,100.0,59.39,9,39.67,93,0,Travel Services,Consumer Cyclical,0.39,7.3,0.594,0.227,13.47
12,EFX,88.57,11.41,35,26.46,111,0,Consulting Services,Industrials,27.877,225.52,0.101,1.323,13.37
13,AMT,85.71,23.16,21,32.14,351,0,REIT - Specialty,Real Estate,81.714,174.99,0.199,0.653,12.97
14,CWH,75.0,63.58,12,44.5,95,0,Auto & Truck Dealerships,Consumer Cyclical,0.955,21.18,0.477,0.27,12.86
